xtlc,ytlc,dtlc,length,width,dip,opening
4.2582439e+05,4.5197293e+06,3.7950806e+03,7.4740027e+02,2.4354772e+03,1.0819509e-01,3.8054843e+00
4.2582857e+05,4.5197480e+06,3.8193770e+03,7.1865293e+02,2.5221974e+03,1.4232566e-01,3.8611725e+00
4.2495827e+05,4.5196570e+06,3.6569589e+03,2.4124224e+03,2.1625245e+03,1.2571516e-01,1.3047700e+00
4.2582459e+05,4.5197343e+06,3.8056395e+03,6.9521769e+02,2.5090653e+03,1.0001243e-01,3.9800303e+00
4.2575895e+05,4.5195718e+06,3.8237125e+03,8.3762879e+02,2.1155176e+03,1.1410139e-01,3.8928361e+00
4.2576978e+05,4.5197986e+06,3.7926241e+03,8.3620981e+02,2.6338955e+03,1.4551193e-01,3.1734277e+00
4.2575894e+05,4.5197555e+06,3.8027001e+03,8.4498322e+02,2.5611905e+03,1.0025577e-01,3.2468110e+00
4.2583278e+05,4.5196841e+06,3.8196279e+03,7.4883575e+02,2.3620127e+03,1.1659264e-01,3.9176465e+00
4.2580151e+05,4.5197129e+06,3.7950035e+03,7.6662492e+02,2.4529814e+03,1.6342968e-01,3.6845841e+00
4.2579411e+05,4.5196565e+06,3.8099920e+03,8.1025409e+02,2.2887008e+03,1.1349655e-01,3.7247273e+00
4.2581478e+05,4.5198351e+06,3.8194198e+03,7.4765536e+02,2.7492143e+03,1.0675191e-01,3.4447517e+00
4.2585983e+05,4.5197520e+06,3.7989566e+03,6.8954958e+02,2.5088976e+03,1.0067896e-01,3.9926805e+00
4.2581440e+05,4.5197407e+06,3.8099802e+03,7.3256952e+02,2.5396847e+03,1.0812112e-01,3.7503562e+00
4.2585707e+05,4.5198804e+06,3.7703136e+03,6.6297497e+02,2.8034974e+03,1.0330152e-01,3.7458982e+00
4.2579446e+05,4.5196626e+06,3.8001740e+03,7.9761187e+02,2.2685269e+03,1.0753836e-01,3.7777770e+00
4.2581765e+05,4.5197361e+06,3.8239105e+03,7.4682691e+02,2.4800388e+03,1.4112185e-01,3.7990569e+00
4.2495827e+05,4.5196570e+06,3.6569589e+03,2.4124224e+03,2.1625245e+03,1.2571516e-01,1.3047700e+00
4.2580506e+05,4.5196864e+06,3.8106410e+03,7.4125350e+02,2.3905439e+03,1.0520136e-01,3.9390701e+00
4.2577011e+05,4.5196040e+06,3.8194793e+03,8.1994784e+02,2.1886434e+03,1.1400931e-01,3.8686905e+00
4.2575766e+05,4.5198531e+06,3.7961627e+03,8.6499651e+02,2.7478180e+03,1.3124391e-01,2.9265113e+00
4.2575894e+05,4.5197555e+06,3.8027001e+03,8.4498322e+02,2.5611905e+03,1.0025577e-01,3.2468110e+00
4.2583278e+05,4.5196841e+06,3.8196279e+03,7.4883575e+02,2.3620127e+03,1.1659264e-01,3.9176465e+00
4.2579796e+05,4.5196992e+06,3.7919121e+03,7.6984103e+02,2.4295995e+03,1.5326017e-01,3.6900196e+00
4.2578567e+05,4.5196322e+06,3.8159111e+03,8.3483776e+02,2.2187325e+03,1.0643049e-01,3.7224586e+00
4.2580301e+05,4.5198135e+06,3.8311457e+03,7.7271756e+02,2.7085025e+03,1.0757192e-01,3.3861460e+00
4.2584475e+05,4.5197286e+06,3.8000152e+03,7.1587307e+02,2.4472064e+03,1.0205804e-01,3.9486245e+00
4.2582453e+05,4.5197473e+06,3.7960657e+03,7.1662795e+02,2.5357693e+03,1.0760608e-01,3.8225767e+00
4.2585958e+05,4.5198935e+06,3.7656744e+03,6.5806434e+02,2.8288385e+03,1.0067982e-01,3.7351077e+00
4.2579494e+05,4.5197313e+06,3.7897668e+03,8.0147538e+02,2.4249784e+03,1.0126622e-01,3.5300903e+00
4.2580932e+05,4.5196823e+06,3.8383671e+03,7.6178264e+02,2.3851346e+03,1.4469304e-01,3.8476165e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2580614e+05,4.5196942e+06,3.8117253e+03,7.4252210e+02,2.4086039e+03,1.0506729e-01,3.9091050e+00
4.2576972e+05,4.5195978e+06,3.8213353e+03,8.1857691e+02,2.1796640e+03,1.1491119e-01,3.8943343e+00
4.2576984e+05,4.5198133e+06,3.7940721e+03,8.4423359e+02,2.6422926e+03,1.2144521e-01,3.1238009e+00
4.2575863e+05,4.5197551e+06,3.8028083e+03,8.4555121e+02,2.5604019e+03,1.0025297e-01,3.2452978e+00
4.2582026e+05,4.5196848e+06,3.8219768e+03,7.7263107e+02,2.3679626e+03,1.1702305e-01,3.8096531e+00
4.2582307e+05,4.5197685e+06,3.7980264e+03,7.2639496e+02,2.5924570e+03,1.6622189e-01,3.6810396e+00
4.2578291e+05,4.5195513e+06,3.8394436e+03,8.4223047e+02,2.0698046e+03,1.1315168e-01,3.9613826e+00
4.2579376e+05,4.5198163e+06,3.8358293e+03,7.9388709e+02,2.7134057e+03,1.0678062e-01,3.2863594e+00
4.2584236e+05,4.5197015e+06,3.8055841e+03,7.2549536e+02,2.3838407e+03,1.0220956e-01,3.9840133e+00
4.2584207e+05,4.5197471e+06,3.8016317e+03,7.0217997e+02,2.5334744e+03,1.0897225e-01,3.8989679e+00
4.2585667e+05,4.5198901e+06,3.7687698e+03,6.6405726e+02,2.8237453e+03,1.0094900e-01,3.7153075e+00
4.2579615e+05,4.5197331e+06,3.7915329e+03,7.9562583e+02,2.4397953e+03,1.0191356e-01,3.5472831e+00
4.2579760e+05,4.5196581e+06,3.8510352e+03,7.8825990e+02,2.3269114e+03,1.4451404e-01,3.8122881e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2581104e+05,4.5196846e+06,3.8131514e+03,7.3081427e+02,2.3874439e+03,1.0462874e-01,3.9906006e+00
4.2572766e+05,4.5195604e+06,3.8263280e+03,9.0108889e+02,2.0753327e+03,1.0911055e-01,3.6750019e+00
4.2586299e+05,4.5198441e+06,3.7871608e+03,6.9401414e+02,2.6744756e+03,1.4410070e-01,3.7177328e+00
4.2576140e+05,4.5197557e+06,3.8026880e+03,8.4031005e+02,2.5625831e+03,1.0068157e-01,3.2652608e+00
4.2582555e+05,4.5196857e+06,3.8199485e+03,7.6231396e+02,2.3658493e+03,1.1540683e-01,3.8556961e+00
4.2583628e+05,4.5197692e+06,3.7975057e+03,6.9712374e+02,2.5935427e+03,1.4375328e-01,3.8357613e+00
4.2580994e+05,4.5196338e+06,3.8222530e+03,7.7911511e+02,2.2551284e+03,1.0884349e-01,3.9605507e+00
4.2580576e+05,4.5197870e+06,3.8275687e+03,7.7180710e+02,2.6352915e+03,1.1637176e-01,3.4781929e+00
4.2584231e+05,4.5197014e+06,3.8055925e+03,7.2556794e+02,2.3837135e+03,1.0221238e-01,3.9838850e+00
4.2584190e+05,4.5197753e+06,3.7991858e+03,6.8775157e+02,2.6260731e+03,1.1315725e-01,3.8463387e+00
4.2584687e+05,4.5198671e+06,3.7745725e+03,6.8151597e+02,2.7810250e+03,1.0173590e-01,3.6912026e+00
4.2579078e+05,4.5197368e+06,3.7898985e+03,8.0376990e+02,2.4463147e+03,1.0187882e-01,3.4965291e+00
4.2580050e+05,4.5196621e+06,3.8552319e+03,7.8415903e+02,2.3400110e+03,1.4898094e-01,3.8135259e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2581683e+05,4.5197105e+06,3.8176591e+03,7.3423763e+02,2.4336034e+03,1.2187099e-01,3.9030469e+00
4.2572981e+05,4.5195658e+06,3.8252396e+03,8.9778997e+02,2.0867332e+03,1.0888543e-01,3.6710068e+00
4.2584812e+05,4.5198092e+06,3.7780442e+03,6.9334395e+02,2.6043523e+03,1.2166754e-01,3.8225722e+00
4.2576160e+05,4.5197570e+06,3.8025417e+03,8.3993710e+02,2.5656706e+03,1.0062834e-01,3.2626281e+00
4.2585586e+05,4.5197316e+06,3.8161740e+03,7.3158742e+02,2.4398742e+03,1.2719930e-01,3.8678893e+00
4.2579645e+05,4.5196837e+06,3.8054887e+03,7.6320941e+02,2.4201108e+03,1.0310522e-01,3.7651478e+00
4.2580208e+05,4.5196321e+06,3.8341509e+03,8.0869082e+02,2.2481939e+03,1.1548643e-01,3.8470376e+00
4.2583023e+05,4.5198637e+06,3.8156559e+03,7.2009158e+02,2.8199498e+03,1.1255582e-01,3.4985499e+00
4.2584231e+05,4.5197014e+06,3.8055925e+03,7.2556794e+02,2.3837135e+03,1.0221238e-01,3.9838850e+00
4.2582678e+05,4.5197210e+06,3.8114464e+03,7.1010318e+02,2.5222604e+03,1.1213840e-01,3.8811487e+00
4.2585079e+05,4.5198781e+06,3.7822265e+03,6.7630496e+02,2.7997953e+03,1.1189058e-01,3.7009341e+00
4.2582970e+05,4.5198073e+06,3.7852446e+03,7.3478782e+02,2.5986770e+03,1.0364032e-01,3.6190311e+00
4.2581381e+05,4.5197243e+06,3.8360035e+03,7.5383661e+02,2.4653008e+03,1.4440169e-01,3.7843483e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2580433e+05,4.5196973e+06,3.8154056e+03,7.5859154e+02,2.3071997e+03,1.2114031e-01,3.9783219e+00
4.2574504e+05,4.5195847e+06,3.8326707e+03,8.7367667e+02,2.1382491e+03,1.1831807e-01,3.7036164e+00
4.2584319e+05,4.5198208e+06,3.7789323e+03,6.7847567e+02,2.6434223e+03,1.2949136e-01,3.8572993e+00
4.2576879e+05,4.5197629e+06,3.8000085e+03,8.2761594e+02,2.5727827e+03,1.0077153e-01,3.3037410e+00
4.2583297e+05,4.5197222e+06,3.8067651e+03,7.4074758e+02,2.4256444e+03,1.1856211e-01,3.8619776e+00
4.2580312e+05,4.5196881e+06,3.8026253e+03,7.6437844e+02,2.4023786e+03,1.0580029e-01,3.7765430e+00
4.2578370e+05,4.5195958e+06,3.8635316e+03,8.4933297e+02,2.2020014e+03,1.3177787e-01,3.7864307e+00
4.2582960e+05,4.5198625e+06,3.8164778e+03,7.2139540e+02,2.8180299e+03,1.1277722e-01,3.4957975e+00
4.2582716e+05,4.5196818e+06,3.8185688e+03,7.4371745e+02,2.3453574e+03,1.2169380e-01,3.9575496e+00
4.2582143e+05,4.5197245e+06,3.8203774e+03,7.2375320e+02,2.5175620e+03,1.2311944e-01,3.8369317e+00
4.2583416e+05,4.5198161e+06,3.7820561e+03,7.0131252e+02,2.6440821e+03,1.1594304e-01,3.7868836e+00
4.2583310e+05,4.5198230e+06,3.7830368e+03,7.3190152e+02,2.6227535e+03,1.0322161e-01,3.5940007e+00
4.2578069e+05,4.5196754e+06,3.8339408e+03,8.0917094e+02,2.3464236e+03,1.4740625e-01,3.6792691e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2580244e+05,4.5196671e+06,3.8334736e+03,7.7096383e+02,2.3260524e+03,1.1589125e-01,3.8877282e+00
4.2572771e+05,4.5195864e+06,3.8255961e+03,8.9989548e+02,2.1280109e+03,1.1137949e-01,3.5904399e+00
4.2584853e+05,4.5198258e+06,3.7764298e+03,6.5591386e+02,2.6604057e+03,1.4000876e-01,3.9538543e+00
4.2579251e+05,4.5197463e+06,3.8028444e+03,7.9829027e+02,2.5152070e+03,1.0723796e-01,3.5015752e+00
4.2584163e+05,4.5197251e+06,3.8031002e+03,7.3464515e+02,2.4244826e+03,1.1780023e-01,3.8805845e+00
4.2580450e+05,4.5196975e+06,3.8008424e+03,7.6273350e+02,2.4190305e+03,1.0518159e-01,3.7590260e+00
4.2577706e+05,4.5195814e+06,3.8756995e+03,8.5924337e+02,2.1739248e+03,1.4125279e-01,3.7702744e+00
4.2582539e+05,4.5198399e+06,3.8194010e+03,7.2836974e+02,2.7691230e+03,1.1184914e-01,3.5219643e+00
4.2583391e+05,4.5197028e+06,3.8187265e+03,7.3414301e+02,2.4196055e+03,1.2592253e-01,3.9155338e+00
4.2581412e+05,4.5197309e+06,3.8167191e+03,7.5912035e+02,2.4817430e+03,1.0629804e-01,3.6939687e+00
4.2585362e+05,4.5198794e+06,3.7709357e+03,6.7224436e+02,2.7885507e+03,1.0436231e-01,3.7425318e+00
4.2582615e+05,4.5197704e+06,3.7964850e+03,7.4729066e+02,2.5202807e+03,1.0875967e-01,3.6838252e+00
4.2580228e+05,4.5197214e+06,3.8313240e+03,7.6476903e+02,2.4546034e+03,1.6246065e-01,3.7341990e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2575863e+05,4.5196080e+06,3.8622771e+03,8.1564250e+02,2.2082934e+03,1.0922335e-01,3.8778167e+00
4.2575145e+05,4.5196225e+06,3.8130647e+03,8.6964462e+02,2.2011396e+03,1.0990003e-01,3.5956095e+00
4.2584852e+05,4.5198343e+06,3.7740249e+03,6.4875692e+02,2.6809643e+03,1.4196726e-01,3.9608099e+00
4.2575210e+05,4.5197658e+06,3.8158801e+03,8.9549664e+02,2.5417100e+03,1.1146874e-01,3.0649774e+00
4.2585172e+05,4.5197398e+06,3.8003948e+03,7.2227181e+02,2.4541924e+03,1.2221019e-01,3.9133781e+00
4.2580765e+05,4.5197087e+06,3.8004303e+03,7.6150188e+02,2.4324402e+03,1.0595093e-01,3.7438914e+00
4.2577768e+05,4.5196604e+06,3.8539480e+03,8.3674291e+02,2.3412892e+03,1.2336503e-01,3.5968647e+00
4.2583286e+05,4.5198906e+06,3.8023667e+03,7.0730389e+02,2.8694293e+03,1.0514649e-01,3.4926241e+00
4.2583038e+05,4.5196936e+06,3.8214349e+03,7.3366209e+02,2.4436317e+03,1.3015701e-01,3.8820813e+00
4.2582376e+05,4.5197450e+06,3.8072189e+03,7.4145955e+02,2.5023183e+03,1.0583988e-01,3.7463655e+00
4.2587613e+05,4.5199134e+06,3.7424378e+03,6.3462420e+02,2.8339378e+03,1.0307050e-01,3.8443944e+00
4.2584675e+05,4.5198160e+06,3.7891511e+03,7.1510365e+02,2.6086593e+03,1.1357679e-01,3.7117915e+00
4.2581507e+05,4.5197235e+06,3.8296859e+03,7.3982839e+02,2.4590907e+03,1.6398406e-01,3.8364552e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2579166e+05,4.5196795e+06,3.8365271e+03,7.7485789e+02,2.3578802e+03,1.0893145e-01,3.8507897e+00
4.2575176e+05,4.5196261e+06,3.8085929e+03,8.7503192e+02,2.2067490e+03,1.1060962e-01,3.5594329e+00
4.2584445e+05,4.5198468e+06,3.7844192e+03,6.6933216e+02,2.7281346e+03,1.2631450e-01,3.8076572e+00
4.2575811e+05,4.5197713e+06,3.8128474e+03,8.8134657e+02,2.5528372e+03,1.1233726e-01,3.1127181e+00
4.2584675e+05,4.5197979e+06,3.7990181e+03,7.0557097e+02,2.6074459e+03,1.1729149e-01,3.7977238e+00
4.2579945e+05,4.5196798e+06,3.7806600e+03,7.7562789e+02,2.3902062e+03,1.1101547e-01,3.7096203e+00
4.2578440e+05,4.5196548e+06,3.8457916e+03,8.2837152e+02,2.3432363e+03,1.1069983e-01,3.6237951e+00
4.2584468e+05,4.5198690e+06,3.7962515e+03,6.9125522e+02,2.8078616e+03,1.0352753e-01,3.6053326e+00
4.2582253e+05,4.5196944e+06,3.8154563e+03,7.4276432e+02,2.4349951e+03,1.2282147e-01,3.8448157e+00
4.2582965e+05,4.5197543e+06,3.8073001e+03,7.3313676e+02,2.5224869e+03,1.0281197e-01,3.7507405e+00
4.2586946e+05,4.5198712e+06,3.7635752e+03,6.4630064e+02,2.7609744e+03,1.1610995e-01,3.8967907e+00
4.2584475e+05,4.5197871e+06,3.7948593e+03,7.1362957e+02,2.5690613e+03,1.1631987e-01,3.7766516e+00
4.2582053e+05,4.5197189e+06,3.8313007e+03,7.2625703e+02,2.4501005e+03,1.6893690e-01,3.9058603e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2577497e+05,4.5196606e+06,3.8284845e+03,7.9791371e+02,2.3097829e+03,1.0124801e-01,3.7991163e+00
4.2576533e+05,4.5196567e+06,3.8058748e+03,8.4594981e+02,2.2789849e+03,1.1285327e-01,3.5946161e+00
4.2584125e+05,4.5198275e+06,3.7906679e+03,6.8324639e+02,2.6831176e+03,1.2540565e-01,3.7914530e+00
4.2575191e+05,4.5197896e+06,3.8351869e+03,9.0086746e+02,2.5965031e+03,1.1152725e-01,3.0091320e+00
4.2586578e+05,4.5198149e+06,3.8004723e+03,6.5131734e+02,2.6949182e+03,1.2480336e-01,3.9910772e+00
4.2581415e+05,4.5197205e+06,3.7791073e+03,7.4928949e+02,2.4691984e+03,1.1210899e-01,3.7474323e+00
4.2577266e+05,4.5196482e+06,3.8348627e+03,8.4482849e+02,2.3011261e+03,1.1120812e-01,3.5985055e+00
4.2583038e+05,4.5198371e+06,3.8099566e+03,7.0243669e+02,2.8021915e+03,1.0339417e-01,3.5913966e+00
4.2583142e+05,4.5197268e+06,3.8043777e+03,7.2277679e+02,2.5028486e+03,1.2547256e-01,3.8608465e+00
4.2584372e+05,4.5197564e+06,3.8039765e+03,7.0609829e+02,2.5254370e+03,1.0688987e-01,3.8753373e+00
4.2586612e+05,4.5198633e+06,3.7636423e+03,6.5276634e+02,2.7455068e+03,1.1576196e-01,3.8836519e+00
4.2583484e+05,4.5197918e+06,3.8068460e+03,7.1830248e+02,2.6074457e+03,1.1109262e-01,3.7339255e+00
4.2583284e+05,4.5197403e+06,3.8210506e+03,7.0694348e+02,2.5068134e+03,1.5271211e-01,3.9267594e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2577428e+05,4.5196594e+06,3.8286947e+03,7.9900949e+02,2.3068674e+03,1.0106634e-01,3.7977259e+00
4.2575000e+05,4.5196282e+06,3.8070336e+03,8.8098070e+02,2.2106837e+03,1.1464844e-01,3.5164193e+00
4.2583773e+05,4.5198278e+06,3.7925974e+03,6.7066478e+02,2.7065787e+03,1.2917192e-01,3.8362956e+00
4.2575337e+05,4.5197890e+06,3.8347460e+03,8.9767330e+02,2.5950941e+03,1.1163246e-01,3.0236913e+00
4.2586201e+05,4.5198081e+06,3.8018652e+03,6.5915517e+02,2.6789684e+03,1.2425270e-01,3.9751768e+00
4.2581824e+05,4.5197450e+06,3.7590477e+03,7.4516304e+02,2.5229641e+03,1.0927695e-01,3.6828276e+00
4.2575951e+05,4.5196191e+06,3.8594859e+03,8.7415071e+02,2.2362778e+03,1.1166151e-01,3.5758549e+00
4.2583206e+05,4.5198282e+06,3.8090303e+03,7.0225512e+02,2.7698825e+03,1.0518562e-01,3.6281814e+00
4.2582251e+05,4.5196863e+06,3.8249288e+03,7.3713598e+02,2.4362299e+03,1.3065852e-01,3.8990418e+00
4.2582874e+05,4.5197172e+06,3.8136911e+03,7.2986687e+02,2.4549738e+03,1.2130440e-01,3.8636250e+00
4.2588310e+05,4.5199085e+06,3.7971698e+03,6.2656911e+02,2.8944830e+03,1.0101985e-01,3.8868337e+00
4.2583333e+05,4.5197769e+06,3.8111596e+03,7.3722888e+02,2.5673705e+03,1.0411190e-01,3.6934139e+00
4.2582927e+05,4.5197380e+06,3.8157376e+03,7.1250931e+02,2.5018383e+03,1.5220036e-01,3.9107376e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2576137e+05,4.5196362e+06,3.8326628e+03,8.2633912e+02,2.2375176e+03,1.0158351e-01,3.7681755e+00
4.2575023e+05,4.5197060e+06,3.8027187e+03,8.8788708e+02,2.3832336e+03,1.1507585e-01,3.2781115e+00
4.2583818e+05,4.5198257e+06,3.7964073e+03,6.6936795e+02,2.7042565e+03,1.3051490e-01,3.8493119e+00
4.2576505e+05,4.5198210e+06,3.8160070e+03,8.7090192e+02,2.6605739e+03,1.1462721e-01,3.0406099e+00
4.2586753e+05,4.5198079e+06,3.8019920e+03,6.5523531e+02,2.6825120e+03,1.2154191e-01,3.9995509e+00
4.2583279e+05,4.5197868e+06,3.7521580e+03,7.0459095e+02,2.5811060e+03,1.3047132e-01,3.7784369e+00
4.2575770e+05,4.5196646e+06,3.8362508e+03,8.8219022e+02,2.3233437e+03,1.1570616e-01,3.4089594e+00
4.2584749e+05,4.5198634e+06,3.7972757e+03,6.7625614e+02,2.8463903e+03,1.0787690e-01,3.6471856e+00
4.2582921e+05,4.5197135e+06,3.8155215e+03,7.2418548e+02,2.4837030e+03,1.2837194e-01,3.8966795e+00
4.2582126e+05,4.5196953e+06,3.8156677e+03,7.3563211e+02,2.4225061e+03,1.2537147e-01,3.9006922e+00
4.2588794e+05,4.5199151e+06,3.7958551e+03,6.1516568e+02,2.9147132e+03,1.0279039e-01,3.9240143e+00
4.2583133e+05,4.5197528e+06,3.8171686e+03,7.3657504e+02,2.5391484e+03,1.1184114e-01,3.7502130e+00
4.2582933e+05,4.5197835e+06,3.7718225e+03,7.0329747e+02,2.5567652e+03,1.5105736e-01,3.8211803e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2576156e+05,4.5196204e+06,3.8283297e+03,8.1509712e+02,2.1875740e+03,1.0176636e-01,3.8709657e+00
4.2574671e+05,4.5197073e+06,3.7910545e+03,9.0661184e+02,2.3794787e+03,1.1820808e-01,3.1805213e+00
4.2584346e+05,4.5198804e+06,3.7750736e+03,6.4239311e+02,2.7948154e+03,1.3056578e-01,3.8318652e+00
4.2577370e+05,4.5198467e+06,3.8114900e+03,8.5101754e+02,2.7182403e+03,1.1858366e-01,3.0539152e+00
4.2586670e+05,4.5198071e+06,3.8022162e+03,6.5724025e+02,2.6796965e+03,1.2111571e-01,3.9920651e+00
4.2583211e+05,4.5197675e+06,3.7825309e+03,7.1812276e+02,2.5577237e+03,1.2338291e-01,3.7790900e+00
4.2575837e+05,4.5196661e+06,3.8359127e+03,8.8089800e+02,2.3263666e+03,1.1562940e-01,3.4112619e+00
4.2582167e+05,4.5197947e+06,3.7994290e+03,7.1930585e+02,2.6458395e+03,1.1553803e-01,3.6937279e+00
4.2582665e+05,4.5196961e+06,3.8312737e+03,7.3504028e+02,2.4729019e+03,1.2998423e-01,3.8835395e+00
4.2581765e+05,4.5196709e+06,3.8170136e+03,7.3515536e+02,2.3792533e+03,1.3171902e-01,3.9625801e+00
4.2588660e+05,4.5198611e+06,3.8046619e+03,6.3282520e+02,2.8081385e+03,1.0655869e-01,3.9861443e+00
4.2586135e+05,4.5198124e+06,3.7975504e+03,6.9301535e+02,2.6766886e+03,1.2114137e-01,3.7448017e+00
4.2582933e+05,4.5197835e+06,3.7718225e+03,7.0329747e+02,2.5567652e+03,1.5105736e-01,3.8211803e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2576457e+05,4.5196265e+06,3.8278395e+03,8.1321243e+02,2.2094429e+03,1.0167852e-01,3.8506909e+00
4.2574374e+05,4.5196735e+06,3.7672833e+03,8.9096687e+02,2.2781234e+03,1.1260171e-01,3.3454151e+00
4.2584928e+05,4.5198621e+06,3.7818708e+03,6.4611122e+02,2.7659866e+03,1.2819923e-01,3.8719835e+00
4.2576383e+05,4.5198453e+06,3.8126777e+03,8.7149052e+02,2.7106698e+03,1.1921907e-01,2.9677972e+00
4.2586670e+05,4.5198071e+06,3.8022162e+03,6.5724025e+02,2.6796965e+03,1.2111571e-01,3.9920651e+00
4.2580517e+05,4.5196969e+06,3.7963944e+03,7.6804186e+02,2.3959166e+03,1.2916915e-01,3.7514473e+00
4.2575322e+05,4.5196537e+06,3.8442522e+03,8.9377261e+02,2.2953401e+03,1.1750456e-01,3.4025868e+00
4.2580064e+05,4.5197297e+06,3.8151397e+03,7.8616901e+02,2.5281708e+03,1.0230713e-01,3.5504190e+00
4.2583143e+05,4.5197211e+06,3.8221818e+03,7.2882169e+02,2.5133490e+03,1.2823539e-01,3.8426040e+00
4.2581710e+05,4.5196675e+06,3.8180163e+03,7.3570215e+02,2.3724142e+03,1.3202120e-01,3.9695318e+00
4.2588660e+05,4.5198611e+06,3.8046619e+03,6.3282520e+02,2.8081385e+03,1.0655869e-01,3.9861443e+00
4.2585975e+05,4.5198116e+06,3.7960860e+03,6.9400820e+02,2.6710173e+03,1.2049642e-01,3.7507628e+00
4.2581546e+05,4.5197423e+06,3.7833280e+03,7.1368964e+02,2.4854376e+03,1.5912383e-01,3.8950000e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2579826e+05,4.5196870e+06,3.8142208e+03,7.6310786e+02,2.3710857e+03,1.0556642e-01,3.8500945e+00
4.2574411e+05,4.5196509e+06,3.7614961e+03,8.8062184e+02,2.2232585e+03,1.1895819e-01,3.4555339e+00
4.2584007e+05,4.5197978e+06,3.7966191e+03,6.8479438e+02,2.6430979e+03,1.2774513e-01,3.8584693e+00
4.2580872e+05,4.5198496e+06,3.7977471e+03,7.7737852e+02,2.7355125e+03,1.2698299e-01,3.3273613e+00
4.2586686e+05,4.5198093e+06,3.7964159e+03,6.5522392e+02,2.6809562e+03,1.2091993e-01,3.9924593e+00
4.2580702e+05,4.5196948e+06,3.7987737e+03,7.6377503e+02,2.3960548e+03,1.2940398e-01,3.7752691e+00
4.2575628e+05,4.5196559e+06,3.8511189e+03,8.9049909e+02,2.3049783e+03,1.1686870e-01,3.4179251e+00
4.2579328e+05,4.5197175e+06,3.8206902e+03,8.0313686e+02,2.4922129e+03,1.0449326e-01,3.5271601e+00
4.2583783e+05,4.5197456e+06,3.8107724e+03,7.1554933e+02,2.5469007e+03,1.2350171e-01,3.8614551e+00
4.2582068e+05,4.5196792e+06,3.8163576e+03,7.3224233e+02,2.3970760e+03,1.3113938e-01,3.9513171e+00
4.2588660e+05,4.5198611e+06,3.8046619e+03,6.3282520e+02,2.8081385e+03,1.0655869e-01,3.9861443e+00
4.2585922e+05,4.5198005e+06,3.8088806e+03,6.8915338e+02,2.6670855e+03,1.2219919e-01,3.8031775e+00
4.2581820e+05,4.5197583e+06,3.7708124e+03,6.9514945e+02,2.5125947e+03,1.7626181e-01,3.9480229e+00
4.2494957e+05,4.5196548e+06,3.6558623e+03,2.4293480e+03,2.1563233e+03,1.2593201e-01,1.2811526e+00
4.2579916e+05,4.5196940e+06,3.8216743e+03,7.6369512e+02,2.3925907e+03,1.0497824e-01,3.8284156e+00
4.2575654e+05,4.5195846e+06,3.7613068e+03,8.4965450e+02,2.0819569e+03,1.1953599e-01,3.7758981e+00
4.2583222e+05,4.5198294e+06,3.8031384e+03,6.9202541e+02,2.7120413e+03,1.2199800e-01,3.7419951e+00
4.2579791e+05,4.5198679e+06,3.7967892e+03,8.0962229e+02,2.7664632e+03,1.2811321e-01,3.1420432e+00
4.2584771e+05,4.5197590e+06,3.7884122e+03,6.7696465e+02,2.5575100e+03,1.3485930e-01,3.9985888e+00
4.2580713e+05,4.5197303e+06,3.7945862e+03,7.6985928e+02,2.4858150e+03,1.3728818e-01,3.6179235e+00
4.2575779e+05,4.5196584e+06,3.8491575e+03,8.8572781e+02,2.3100492e+03,1.1831933e-01,3.4308724e+00
4.2579169e+05,4.5197237e+06,3.8204680e+03,8.1324653e+02,2.5176449e+03,1.0421363e-01,3.4501463e+00
