func,iter,xcen,ycen,depth,dVol
3.102844e+01,4,4.2623127e+05,4.5182289e+06,3.6276474e+03,8.0674410e+06
3.102870e+01,6,4.2669007e+05,4.5188645e+06,2.9850660e+03,5.8756956e+06
3.103850e+01,3,4.2610879e+05,4.5189579e+06,2.7870845e+03,4.6377183e+06
3.103868e+01,6,4.2618151e+05,4.5190302e+06,3.2391070e+03,7.4170721e+06
3.103983e+01,6,4.2592842e+05,4.5187066e+06,3.5489975e+03,8.4719743e+06
3.105199e+01,6,4.2600185e+05,4.5187661e+06,3.0060891e+03,7.2509631e+06
3.105407e+01,3,4.2615184e+05,4.5184032e+06,2.4449651e+03,4.7704896e+06
3.105811e+01,5,4.2634095e+05,4.5183277e+06,3.5892143e+03,7.5356596e+06
3.105916e+01,6,4.2609743e+05,4.5189300e+06,3.2572174e+03,6.3182169e+06
3.107093e+01,5,4.2619773e+05,4.5185564e+06,3.7622484e+03,8.1580684e+06
3.110169e+01,6,4.2599060e+05,4.5190367e+06,2.8452557e+03,5.9700269e+06
3.111035e+01,4,4.2631921e+05,4.5188738e+06,2.5975980e+03,4.0134466e+06
3.111434e+01,6,4.2592620e+05,4.5187598e+06,3.4201877e+03,8.1840066e+06
3.112110e+01,6,4.2661392e+05,4.5188090e+06,3.3790465e+03,8.0859033e+06
3.113125e+01,6,4.2623183e+05,4.5183858e+06,3.9171917e+03,9.5100045e+06
3.113699e+01,6,4.2600366e+05,4.5189476e+06,3.3285076e+03,7.2919556e+06
3.118450e+01,5,4.2635470e+05,4.5183986e+06,2.4581753e+03,4.6933356e+06
3.119044e+01,6,4.2630301e+05,4.5191216e+06,2.5940493e+03,4.4579044e+06
3.120438e+01,5,4.2618572e+05,4.5188630e+06,3.5300993e+03,8.9092520e+06
3.120578e+01,4,4.2629727e+05,4.5188007e+06,3.5581111e+03,7.3809921e+06
3.121297e+01,6,4.2635021e+05,4.5188181e+06,3.6833301e+03,8.4441778e+06
3.125881e+01,6,4.2629171e+05,4.5188184e+06,3.7243793e+03,8.8840180e+06
3.131814e+01,5,4.2616464e+05,4.5186791e+06,2.9256718e+03,4.8265997e+06
3.134576e+01,6,4.2639148e+05,4.5189551e+06,3.4489546e+03,7.9890929e+06
3.137457e+01,6,4.2616353e+05,4.5186995e+06,2.7968269e+03,4.4747956e+06
3.137683e+01,6,4.2585091e+05,4.5186342e+06,2.4859855e+03,4.7274162e+06
3.137733e+01,6,4.2595320e+05,4.5182807e+06,3.3227323e+03,6.9891206e+06
3.138989e+01,5,4.2654245e+05,4.5185988e+06,3.5991358e+03,9.2469446e+06
3.141199e+01,6,4.2630634e+05,4.5187016e+06,3.3597345e+03,8.9233258e+06
3.141490e+01,6,4.2606795e+05,4.5182056e+06,3.0752468e+03,6.3369541e+06
3.144222e+01,4,4.2636855e+05,4.5184221e+06,2.8513873e+03,4.8875091e+06
3.145387e+01,6,4.2614219e+05,4.5188833e+06,3.4954151e+03,8.7053136e+06
3.145757e+01,5,4.2604213e+05,4.5182441e+06,3.5115628e+03,7.6492555e+06
3.145864e+01,5,4.2648793e+05,4.5190147e+06,2.5147707e+03,5.5833457e+06
3.146412e+01,5,4.2627519e+05,4.5186667e+06,3.5742223e+03,9.5700213e+06
3.147218e+01,6,4.2591244e+05,4.5188237e+06,2.3822427e+03,4.6411979e+06
3.147242e+01,5,4.2589069e+05,4.5189680e+06,2.5180925e+03,4.5577010e+06
3.148108e+01,4,4.2644779e+05,4.5191461e+06,2.5189893e+03,4.8359020e+06
3.150498e+01,6,4.2620336e+05,4.5190087e+06,2.3867750e+03,3.6406591e+06
3.154060e+01,6,4.2605006e+05,4.5181990e+06,3.2353167e+03,6.9197958e+06
3.158360e+01,6,4.2621615e+05,4.5186171e+06,3.7534533e+03,9.9913732e+06
3.158465e+01,6,4.2591078e+05,4.5185835e+06,2.9904300e+03,6.9571655e+06
3.166111e+01,6,4.2634154e+05,4.5183041e+06,3.8440852e+03,9.1945332e+06
3.167415e+01,6,4.2604457e+05,4.5184044e+06,2.5696919e+03,4.4009761e+06
3.167489e+01,6,4.2591950e+05,4.5189082e+06,2.2625502e+03,3.8880901e+06
3.168192e+01,5,4.2630856e+05,4.5187697e+06,3.3704647e+03,6.3909743e+06
3.171891e+01,4,4.2618983e+05,4.5183683e+06,3.6276195e+03,9.4505904e+06
3.175162e+01,5,4.2666026e+05,4.5189304e+06,2.8272192e+03,6.4228548e+06
3.176508e+01,5,4.2633608e+05,4.5183323e+06,3.8013974e+03,9.7527134e+06
3.177792e+01,6,4.2632019e+05,4.5190901e+06,2.6861381e+03,4.5835578e+06
3.178528e+01,5,4.2633426e+05,4.5188458e+06,2.7004594e+03,4.2429050e+06
3.179379e+01,6,4.2603447e+05,4.5189674e+06,2.5486435e+03,4.0670851e+06
3.180922e+01,5,4.2634780e+05,4.5188494e+06,3.5156436e+03,9.0527773e+06
3.181155e+01,6,4.2591778e+05,4.5183048e+06,3.3875028e+03,7.5751295e+06
3.182612e+01,5,4.2638670e+05,4.5188410e+06,2.2473986e+03,4.7834810e+06
3.183582e+01,5,4.2646832e+05,4.5184586e+06,3.8559817e+03,9.5896836e+06
3.183876e+01,5,4.2646726e+05,4.5188319e+06,3.5007229e+03,7.3902407e+06
3.184717e+01,6,4.2600538e+05,4.5185117e+06,3.5124565e+03,7.0512495e+06
3.185823e+01,6,4.2597503e+05,4.5187635e+06,3.5572308e+03,7.6192413e+06
3.186496e+01,4,4.2637187e+05,4.5189247e+06,3.4958846e+03,7.6223944e+06
3.187069e+01,6,4.2644203e+05,4.5184091e+06,3.5205404e+03,7.1529956e+06
3.189814e+01,6,4.2612469e+05,4.5182061e+06,3.4037082e+03,7.0935801e+06
3.190044e+01,5,4.2634890e+05,4.5187784e+06,3.3971384e+03,6.5338546e+06
3.192456e+01,6,4.2646173e+05,4.5190486e+06,2.8298896e+03,5.0637043e+06
3.192781e+01,6,4.2604286e+05,4.5189532e+06,3.4026200e+03,7.6245740e+06
3.193460e+01,6,4.2618730e+05,4.5182508e+06,3.6942972e+03,9.2049649e+06
3.193584e+01,5,4.2620597e+05,4.5184704e+06,3.6779562e+03,9.8080562e+06
3.196921e+01,3,4.2655932e+05,4.5183363e+06,3.2710599e+03,6.6558428e+06
3.196929e+01,6,4.2593161e+05,4.5184121e+06,3.5946365e+03,8.7017364e+06
3.198629e+01,6,4.2597212e+05,4.5185224e+06,3.2391814e+03,8.0041934e+06
3.200964e+01,5,4.2645028e+05,4.5184962e+06,2.9638355e+03,5.1223359e+06
3.201370e+01,5,4.2595929e+05,4.5186146e+06,2.7377979e+03,4.5065149e+06
3.201999e+01,6,4.2587984e+05,4.5187811e+06,2.7238467e+03,4.5982711e+06
3.202303e+01,6,4.2611260e+05,4.5190742e+06,2.5914734e+03,4.3063782e+06
3.202640e+01,5,4.2612394e+05,4.5186193e+06,3.5842518e+03,9.5045460e+06
3.203457e+01,6,4.2593154e+05,4.5185100e+06,2.3928801e+03,4.3314328e+06
3.203686e+01,6,4.2626887e+05,4.5187789e+06,3.3292675e+03,6.1989503e+06
3.205644e+01,6,4.2630981e+05,4.5183068e+06,3.3007210e+03,6.3344939e+06
3.207246e+01,6,4.2652161e+05,4.5184480e+06,2.5158019e+03,4.9291056e+06
3.208055e+01,5,4.2651408e+05,4.5184847e+06,3.6597862e+03,9.4721823e+06
3.208424e+01,6,4.2630815e+05,4.5185634e+06,2.1657496e+03,3.9299069e+06
3.209649e+01,4,4.2649651e+05,4.5184577e+06,3.3044648e+03,8.4293438e+06
3.209792e+01,5,4.2642538e+05,4.5183710e+06,3.7278811e+03,9.6319572e+06
3.209927e+01,5,4.2621171e+05,4.5190231e+06,2.4806280e+03,3.8509646e+06
3.210027e+01,4,4.2664364e+05,4.5188045e+06,2.4086053e+03,5.1158192e+06
3.210901e+01,5,4.2603416e+05,4.5184303e+06,3.3916710e+03,8.5766776e+06
3.211474e+01,5,4.2599419e+05,4.5187059e+06,2.5096709e+03,3.9165573e+06
3.212433e+01,6,4.2593515e+05,4.5187864e+06,3.3926514e+03,8.2089842e+06
3.212556e+01,5,4.2630749e+05,4.5186437e+06,3.8344272e+03,8.6617746e+06
3.215467e+01,6,4.2597712e+05,4.5187262e+06,3.6880785e+03,8.8273335e+06
3.215767e+01,6,4.2587942e+05,4.5185736e+06,3.2175589e+03,7.6538783e+06
3.217799e+01,6,4.2649135e+05,4.5186204e+06,2.5582410e+03,5.7990852e+06
3.220366e+01,5,4.2607389e+05,4.5186891e+06,3.1684210e+03,5.5981510e+06
3.220754e+01,6,4.2608192e+05,4.5186045e+06,3.0159705e+03,5.1161011e+06
3.221604e+01,6,4.2588381e+05,4.5186263e+06,3.5460633e+03,8.4871421e+06
3.222291e+01,7,4.2655495e+05,4.5190720e+06,2.4804678e+03,5.1602609e+06
3.226128e+01,5,4.2581553e+05,4.5187748e+06,2.5313240e+03,4.4619038e+06
3.227961e+01,4,4.2652535e+05,4.5185269e+06,3.7831534e+03,9.5547940e+06
3.229288e+01,5,4.2606229e+05,4.5183897e+06,3.7716773e+03,9.6421143e+06
3.230211e+01,6,4.2632360e+05,4.5187896e+06,3.2923233e+03,6.0732356e+06
3.232800e+01,6,4.2633400e+05,4.5188260e+06,3.1385684e+03,5.5408877e+06
3.235605e+01,5,4.2593257e+05,4.5183067e+06,3.0717858e+03,6.7883295e+06
3.237430e+01,4,4.2605991e+05,4.5183271e+06,3.6049559e+03,7.5831067e+06
3.241005e+01,5,4.2584489e+05,4.5185030e+06,3.3335938e+03,7.7780072e+06
3.241274e+01,6,4.2609674e+05,4.5181940e+06,3.4310121e+03,7.2669376e+06
3.242383e+01,7,4.2630548e+05,4.5191606e+06,2.7669625e+03,5.4766741e+06
3.244198e+01,5,4.2634724e+05,4.5186546e+06,3.4961628e+03,6.8134183e+06
3.245218e+01,6,4.2621942e+05,4.5190890e+06,3.1513059e+03,6.8408986e+06
3.247334e+01,7,4.2613245e+05,4.5191433e+06,2.7677884e+03,5.4139124e+06
3.248413e+01,6,4.2586751e+05,4.5189396e+06,2.8301593e+03,5.8599844e+06
3.248862e+01,5,4.2606664e+05,4.5186125e+06,2.8533007e+03,6.8668391e+06
3.249041e+01,5,4.2620712e+05,4.5182065e+06,3.0085397e+03,5.7789798e+06
3.250113e+01,4,4.2630895e+05,4.5181917e+06,3.2812122e+03,7.6539516e+06
3.251194e+01,6,4.2651085e+05,4.5182494e+06,3.4486772e+03,7.6260223e+06
3.251746e+01,6,4.2634023e+05,4.5186636e+06,2.5791067e+03,3.9551955e+06
3.251859e+01,5,4.2583857e+05,4.5187155e+06,2.4047972e+03,4.3767020e+06
3.254956e+01,5,4.2612763e+05,4.5189192e+06,3.5584078e+03,8.4703156e+06
3.254961e+01,6,4.2634977e+05,4.5183702e+06,3.3606697e+03,6.4198490e+06
3.257497e+01,5,4.2635559e+05,4.5182019e+06,2.9708621e+03,6.1419223e+06
3.257795e+01,5,4.2638333e+05,4.5186547e+06,3.8751224e+03,9.1640034e+06
3.258829e+01,6,4.2584537e+05,4.5187295e+06,3.3775980e+03,7.0622098e+06
3.258974e+01,5,4.2591620e+05,4.5182882e+06,3.1634136e+03,6.3731674e+06
3.259703e+01,6,4.2578575e+05,4.5187627e+06,2.6424956e+03,4.9804319e+06
3.260369e+01,6,4.2590929e+05,4.5184280e+06,2.5488402e+03,4.7883877e+06
3.261746e+01,6,4.2648357e+05,4.5191079e+06,2.8968203e+03,5.9739710e+06
3.261819e+01,5,4.2646483e+05,4.5182579e+06,3.2736689e+03,6.6011026e+06
3.264716e+01,5,4.2605671e+05,4.5182930e+06,3.6893049e+03,8.1105088e+06
3.264782e+01,5,4.2662536e+05,4.5185952e+06,2.7351506e+03,6.2496605e+06
3.266927e+01,6,4.2633973e+05,4.5189975e+06,3.4192301e+03,7.9040174e+06
3.267418e+01,6,4.2625047e+05,4.5188560e+06,2.1189042e+03,4.2487879e+06
3.268279e+01,5,4.2650907e+05,4.5188138e+06,3.6271053e+03,8.4631599e+06
3.269836e+01,6,4.2611142e+05,4.5189291e+06,3.2808043e+03,6.3000508e+06
3.271661e+01,5,4.2655160e+05,4.5184150e+06,3.7547210e+03,8.9537706e+06
3.273548e+01,5,4.2620005e+05,4.5184628e+06,2.9942908e+03,5.0947385e+06
3.276547e+01,6,4.2620458e+05,4.5186698e+06,3.0448573e+03,5.1210798e+06
3.276560e+01,6,4.2636627e+05,4.5186048e+06,3.3820114e+03,9.0545339e+06
3.277179e+01,5,4.2606675e+05,4.5186301e+06,3.6439994e+03,9.5816738e+06
3.277337e+01,4,4.2655307e+05,4.5189698e+06,2.3949234e+03,3.7897366e+06
3.278587e+01,5,4.2579517e+05,4.5188368e+06,2.9652554e+03,6.0143044e+06
3.279070e+01,5,4.2623918e+05,4.5182103e+06,3.7591133e+03,8.7184267e+06
3.279202e+01,6,4.2624423e+05,4.5182500e+06,3.3904391e+03,8.4050507e+06
3.280335e+01,6,4.2614228e+05,4.5188994e+06,3.5958946e+03,8.7519530e+06
3.280744e+01,6,4.2596859e+05,4.5184794e+06,2.3739256e+03,4.1300969e+06
3.281354e+01,6,4.2602856e+05,4.5187839e+06,3.6136407e+03,9.0763001e+06
3.281728e+01,6,4.2625118e+05,4.5183045e+06,3.4222137e+03,8.7125498e+06
3.283574e+01,5,4.2628459e+05,4.5182392e+06,2.8855179e+03,5.3680612e+06
3.284341e+01,6,4.2639035e+05,4.5191136e+06,2.0930092e+03,3.4115278e+06
3.284498e+01,4,4.2637973e+05,4.5183453e+06,3.4786915e+03,8.9824063e+06
3.286565e+01,6,4.2629562e+05,4.5186631e+06,3.5667255e+03,7.0827887e+06
3.287152e+01,5,4.2633704e+05,4.5187033e+06,2.4474822e+03,5.5511653e+06
3.290579e+01,4,4.2660705e+05,4.5186282e+06,3.5348471e+03,7.5359014e+06
3.291397e+01,5,4.2656037e+05,4.5186095e+06,3.6295657e+03,9.3681965e+06
3.291452e+01,6,4.2666373e+05,4.5189681e+06,3.0133355e+03,6.5072418e+06
3.292974e+01,4,4.2632153e+05,4.5190287e+06,3.2932977e+03,7.7773754e+06
3.293706e+01,6,4.2615060e+05,4.5189051e+06,3.5843304e+03,8.7664358e+06
3.293791e+01,6,4.2585607e+05,4.5185880e+06,2.5472748e+03,5.1027992e+06
3.294034e+01,6,4.2608999e+05,4.5190431e+06,3.0515085e+03,5.7395834e+06
3.298244e+01,5,4.2595916e+05,4.5182931e+06,3.4717065e+03,8.2752836e+06
3.298960e+01,6,4.2600750e+05,4.5190404e+06,2.2069314e+03,3.7667431e+06
3.299884e+01,4,4.2580228e+05,4.5185360e+06,2.6591870e+03,5.0112568e+06
3.300984e+01,5,4.2654324e+05,4.5190795e+06,2.1890032e+03,4.0351013e+06
3.301114e+01,6,4.2638077e+05,4.5191721e+06,2.4255549e+03,4.4643608e+06
3.302616e+01,6,4.2599149e+05,4.5188009e+06,2.0871194e+03,3.6428903e+06
3.303557e+01,4,4.2625732e+05,4.5181510e+06,3.2086440e+03,6.6321971e+06
3.308888e+01,5,4.2627881e+05,4.5183667e+06,3.8115965e+03,1.0093052e+07
3.308912e+01,6,4.2599670e+05,4.5182120e+06,3.1550290e+03,6.9070110e+06
3.308935e+01,3,4.2643794e+05,4.5189891e+06,3.2973734e+03,7.9411722e+06
3.310240e+01,7,4.2617826e+05,4.5191576e+06,2.7753548e+03,5.4861289e+06
3.310797e+01,5,4.2634041e+05,4.5190663e+06,3.0051965e+03,5.5819149e+06
3.311634e+01,5,4.2647584e+05,4.5183481e+06,3.7888045e+03,9.5823729e+06
3.316820e+01,5,4.2588748e+05,4.5183286e+06,3.1595647e+03,6.2302851e+06
3.323533e+01,6,4.2609183e+05,4.5189323e+06,3.0363377e+03,7.3889885e+06
3.326357e+01,5,4.2616053e+05,4.5187819e+06,3.7766729e+03,9.6175341e+06
3.327885e+01,6,4.2619554e+05,4.5181445e+06,3.5375172e+03,7.9413341e+06
3.328885e+01,5,4.2653140e+05,4.5188865e+06,2.2673503e+03,3.4355740e+06
3.330358e+01,5,4.2622070e+05,4.5188954e+06,3.6706441e+03,8.7179121e+06
3.331517e+01,6,4.2597845e+05,4.5184013e+06,3.8248183e+03,9.3121874e+06
3.332361e+01,5,4.2575926e+05,4.5187429e+06,2.8551872e+03,5.6424945e+06
3.333153e+01,6,4.2621903e+05,4.5190345e+06,3.2319509e+03,6.4059004e+06
3.339455e+01,5,4.2647708e+05,4.5189735e+06,3.3697150e+03,7.9488370e+06
3.340747e+01,5,4.2632159e+05,4.5189536e+06,3.2415513e+03,8.1821338e+06
3.342297e+01,5,4.2651505e+05,4.5184746e+06,3.6992623e+03,9.6727998e+06
3.343422e+01,6,4.2650201e+05,4.5183707e+06,3.3967986e+03,6.7248809e+06
3.344352e+01,6,4.2657341e+05,4.5189174e+06,3.3835453e+03,7.7650310e+06
3.345551e+01,5,4.2629373e+05,4.5190884e+06,2.1456123e+03,4.1113215e+06
3.350488e+01,6,4.2603939e+05,4.5183633e+06,3.1637318e+03,7.7020027e+06
3.353297e+01,6,4.2582967e+05,4.5186585e+06,3.3327913e+03,7.8254987e+06
3.357230e+01,5,4.2603680e+05,4.5185342e+06,3.3696146e+03,8.7141562e+06
3.358768e+01,4,4.2628191e+05,4.5190181e+06,3.1746027e+03,6.0331743e+06
3.364224e+01,6,4.2580497e+05,4.5184667e+06,3.0217542e+03,5.7554796e+06
3.364667e+01,5,4.2578262e+05,4.5184697e+06,2.9971379e+03,6.2746284e+06
3.366362e+01,5,4.2624401e+05,4.5183129e+06,3.5153956e+03,9.1198922e+06
3.366908e+01,4,4.2585386e+05,4.5187584e+06,3.3025448e+03,7.7599589e+06
3.367491e+01,6,4.2666890e+05,4.5187128e+06,3.4485811e+03,7.4812795e+06
3.368546e+01,5,4.2650133e+05,4.5182977e+06,3.7638487e+03,9.0773899e+06
3.369885e+01,5,4.2617481e+05,4.5190479e+06,3.2901822e+03,6.8821882e+06
3.370401e+01,5,4.2647350e+05,4.5188047e+06,3.2220278e+03,8.4067475e+06
3.372266e+01,4,4.2607259e+05,4.5187285e+06,2.9961561e+03,5.0021683e+06
3.373452e+01,6,4.2646858e+05,4.5186415e+06,2.5335160e+03,3.9319124e+06
3.373484e+01,5,4.2581834e+05,4.5184561e+06,3.4740571e+03,7.7319632e+06
3.373736e+01,5,4.2616611e+05,4.5188990e+06,3.6583177e+03,8.8103744e+06
3.377286e+01,4,4.2580600e+05,4.5187379e+06,3.3410065e+03,7.4230528e+06
3.378254e+01,6,4.2638306e+05,4.5187512e+06,3.2841254e+03,5.9811467e+06
3.379783e+01,4,4.2660004e+05,4.5188552e+06,3.4536573e+03,7.7171208e+06
3.385593e+01,6,4.2580863e+05,4.5184375e+06,3.0779106e+03,6.7367916e+06
3.389459e+01,5,4.2610597e+05,4.5188736e+06,2.9905344e+03,5.0493885e+06
3.394259e+01,5,4.2628992e+05,4.5186292e+06,3.5684369e+03,9.7241770e+06
3.394454e+01,5,4.2603273e+05,4.5189584e+06,2.0282580e+03,3.2453714e+06
3.394488e+01,4,4.2627517e+05,4.5183580e+06,3.5334610e+03,6.9748071e+06
3.395152e+01,4,4.2660301e+05,4.5183861e+06,2.8694113e+03,5.3731829e+06
3.396940e+01,5,4.2651777e+05,4.5185949e+06,3.7935257e+03,9.8576589e+06
3.399052e+01,6,4.2663922e+05,4.5183807e+06,2.8914192e+03,6.0526842e+06
3.399431e+01,5,4.2638165e+05,4.5187391e+06,3.8332419e+03,9.8844386e+06
3.402553e+01,5,4.2617990e+05,4.5184710e+06,2.3856538e+03,4.8940904e+06
3.403640e+01,6,4.2663623e+05,4.5188123e+06,3.3483343e+03,6.9305000e+06
3.405461e+01,5,4.2620340e+05,4.5189508e+06,3.4022718e+03,6.8232446e+06
3.407937e+01,5,4.2588369e+05,4.5187786e+06,2.5226316e+03,4.0486545e+06
3.408492e+01,4,4.2594765e+05,4.5190056e+06,3.1738136e+03,6.6173057e+06
3.409388e+01,5,4.2614612e+05,4.5181991e+06,3.3078623e+03,7.9175587e+06
3.412717e+01,4,4.2583080e+05,4.5185029e+06,3.2696821e+03,6.3788853e+06
3.413584e+01,6,4.2594701e+05,4.5183033e+06,3.5719099e+03,8.6714591e+06
3.416216e+01,6,4.2609152e+05,4.5188142e+06,2.9363556e+03,7.2678917e+06
3.416352e+01,5,4.2614497e+05,4.5186220e+06,3.8779490e+03,1.0319775e+07
3.417675e+01,5,4.2603482e+05,4.5189417e+06,3.2185313e+03,7.8052005e+06
3.420624e+01,4,4.2621200e+05,4.5185708e+06,3.8904415e+03,8.6500934e+06
3.423914e+01,6,4.2589608e+05,4.5189699e+06,2.9692004e+03,6.4451094e+06
3.424091e+01,6,4.2597078e+05,4.5184435e+06,2.4033656e+03,4.1328108e+06
3.425163e+01,1,4.2591358e+05,4.5185271e+06,3.7057259e+03,8.1378135e+06
3.427293e+01,6,4.2616295e+05,4.5188973e+06,2.3700302e+03,3.4604122e+06
3.427402e+01,5,4.2641712e+05,4.5183044e+06,3.3988047e+03,8.6198539e+06
3.431705e+01,4,4.2622071e+05,4.5188078e+06,3.2168293e+03,8.4411857e+06
3.434289e+01,5,4.2649280e+05,4.5190264e+06,3.1879386e+03,7.4678843e+06
3.434652e+01,5,4.2656044e+05,4.5184146e+06,3.8107595e+03,9.0726618e+06
3.435265e+01,3,4.2645921e+05,4.5185713e+06,3.0933610e+03,5.3596150e+06
3.438004e+01,5,4.2610718e+05,4.5188884e+06,3.0612783e+03,5.2819299e+06
3.439462e+01,5,4.2606302e+05,4.5188497e+06,3.4100547e+03,8.7010453e+06
3.442194e+01,4,4.2652237e+05,4.5189832e+06,2.4720750e+03,5.5548087e+06
3.442453e+01,5,4.2576480e+05,4.5187970e+06,2.7131485e+03,5.2433768e+06
3.444753e+01,5,4.2600655e+05,4.5185733e+06,2.4956551e+03,5.3664790e+06
3.446682e+01,5,4.2618269e+05,4.5190388e+06,3.3681022e+03,7.7290378e+06
3.446769e+01,6,4.2588996e+05,4.5187227e+06,3.0876853e+03,5.5046070e+06
3.447046e+01,3,4.2611495e+05,4.5182266e+06,3.8620711e+03,9.3502762e+06
3.448222e+01,5,4.2646201e+05,4.5187971e+06,3.6630116e+03,9.4693667e+06
3.448420e+01,6,4.2598590e+05,4.5183608e+06,2.8176751e+03,6.2617696e+06
3.449018e+01,5,4.2586692e+05,4.5184366e+06,3.6767594e+03,8.6194442e+06
3.454846e+01,5,4.2630254e+05,4.5190322e+06,2.8000973e+03,4.6562617e+06
3.455329e+01,5,4.2632966e+05,4.5188169e+06,3.1204499e+03,8.1678564e+06
3.455346e+01,6,4.2638780e+05,4.5184435e+06,2.5102945e+03,5.3511265e+06
3.456185e+01,6,4.2612219e+05,4.5182159e+06,2.7441251e+03,5.4519797e+06
3.457417e+01,5,4.2662250e+05,4.5186856e+06,3.2681675e+03,6.2518303e+06
3.458477e+01,2,4.2647194e+05,4.5182934e+06,3.5961940e+03,9.1620217e+06
3.460311e+01,6,4.2664303e+05,4.5185603e+06,2.8872906e+03,6.8270210e+06
3.460527e+01,6,4.2609389e+05,4.5188381e+06,2.1431085e+03,3.1133045e+06
3.461075e+01,6,4.2589671e+05,4.5188879e+06,2.7406400e+03,5.9895488e+06
3.466644e+01,5,4.2649574e+05,4.5187819e+06,3.3597483e+03,8.8563172e+06
3.467940e+01,4,4.2616637e+05,4.5191323e+06,2.2688782e+03,3.6195678e+06
3.469972e+01,5,4.2641039e+05,4.5184386e+06,2.3827785e+03,4.0166736e+06
3.470838e+01,5,4.2667607e+05,4.5188602e+06,2.4539230e+03,4.0234285e+06
3.471083e+01,3,4.2630074e+05,4.5188140e+06,2.8580000e+03,4.5593219e+06
3.471551e+01,5,4.2601745e+05,4.5184283e+06,3.1354463e+03,5.5659985e+06
3.473723e+01,5,4.2599003e+05,4.5182052e+06,3.6239271e+03,8.3436099e+06
3.473759e+01,6,4.2574575e+05,4.5186149e+06,3.1548233e+03,6.7758108e+06
3.475378e+01,5,4.2581636e+05,4.5186998e+06,3.1359649e+03,5.8581322e+06
3.476021e+01,5,4.2640447e+05,4.5183134e+06,3.4782212e+03,6.8904429e+06
3.476304e+01,6,4.2651040e+05,4.5189181e+06,3.3097858e+03,6.5591176e+06
3.476685e+01,5,4.2673238e+05,4.5186795e+06,3.3694669e+03,7.3603247e+06
3.477700e+01,6,4.2656277e+05,4.5186270e+06,3.1007245e+03,7.9364733e+06
3.478785e+01,3,4.2626917e+05,4.5184389e+06,3.6338776e+03,9.8611505e+06
3.480172e+01,5,4.2654995e+05,4.5183334e+06,3.7340251e+03,9.3162729e+06
3.481903e+01,4,4.2607749e+05,4.5182309e+06,2.8367707e+03,5.2128258e+06
3.483410e+01,1,4.2616693e+05,4.5188477e+06,3.7695156e+03,8.7892624e+06
3.484786e+01,5,4.2659584e+05,4.5188217e+06,2.7921479e+03,4.6567083e+06
3.490465e+01,2,4.2599521e+05,4.5183376e+06,3.2828947e+03,8.0694385e+06
3.492095e+01,6,4.2584531e+05,4.5189153e+06,2.7569798e+03,4.8103908e+06
3.492651e+01,6,4.2640651e+05,4.5187373e+06,2.3816119e+03,3.5046994e+06
3.495205e+01,4,4.2575237e+05,4.5185857e+06,3.2083185e+03,6.4825822e+06
3.497420e+01,6,4.2611670e+05,4.5190547e+06,3.0043616e+03,6.9816113e+06
3.499917e+01,5,4.2646832e+05,4.5182946e+06,3.6585385e+03,9.3991791e+06
3.500190e+01,6,4.2610061e+05,4.5191553e+06,2.5140766e+03,4.8255376e+06
3.503963e+01,5,4.2595591e+05,4.5185178e+06,3.1966966e+03,5.7411292e+06
3.504417e+01,5,4.2622381e+05,4.5182644e+06,3.8063246e+03,8.3343943e+06
3.506009e+01,4,4.2629438e+05,4.5188387e+06,3.7074996e+03,9.6507054e+06
3.508419e+01,5,4.2664541e+05,4.5184829e+06,2.8429122e+03,5.0921704e+06
3.508676e+01,6,4.2614674e+05,4.5185396e+06,2.1340962e+03,3.5005069e+06
3.508941e+01,5,4.2609867e+05,4.5187966e+06,3.5596602e+03,7.1522013e+06
3.509101e+01,5,4.2618828e+05,4.5188006e+06,3.5504734e+03,9.4615645e+06
3.515190e+01,5,4.2657358e+05,4.5183877e+06,3.7787707e+03,9.4689294e+06
3.515498e+01,7,4.2603308e+05,4.5184179e+06,2.9275887e+03,6.9508043e+06
3.516576e+01,6,4.2600088e+05,4.5184805e+06,2.4773667e+03,3.9863258e+06
3.518049e+01,5,4.2626550e+05,4.5186668e+06,3.9385685e+03,1.0486817e+07
3.518678e+01,1,4.2627329e+05,4.5186299e+06,3.2531795e+03,5.7113626e+06
3.519317e+01,5,4.2582123e+05,4.5183950e+06,3.3850546e+03,7.8336545e+06
3.521704e+01,5,4.2606662e+05,4.5186776e+06,3.6623816e+03,7.4992517e+06
3.521803e+01,5,4.2653312e+05,4.5185271e+06,2.6710353e+03,4.3749341e+06
3.523921e+01,5,4.2648330e+05,4.5188473e+06,3.6382309e+03,8.1152151e+06
3.526277e+01,5,4.2641039e+05,4.5182070e+06,3.4031482e+03,6.8908356e+06
3.527841e+01,5,4.2648492e+05,4.5184646e+06,3.3988275e+03,8.9677347e+06
3.530948e+01,6,4.2618741e+05,4.5181620e+06,3.1054254e+03,5.9860607e+06
3.534411e+01,5,4.2637700e+05,4.5188650e+06,3.6061380e+03,9.3764299e+06
3.534871e+01,3,4.2599660e+05,4.5184991e+06,3.5023070e+03,9.1358006e+06
3.536185e+01,5,4.2623440e+05,4.5185803e+06,3.0982879e+03,5.2149305e+06
3.536697e+01,4,4.2640452e+05,4.5188804e+06,3.5721944e+03,9.2140018e+06
3.538159e+01,5,4.2578176e+05,4.5183948e+06,3.2680130e+03,7.0804646e+06
