depth,Pxx,Pyy,Pzz,Pxy,Pyz,Pzx
3.0820652e+03,1.3146316e+07,1.4906059e+07,1.7971714e+07,-1.1002802e+06,-2.5603427e+05,-4.7967188e+05
3.0606784e+03,1.3607924e+07,1.4389142e+07,1.7323721e+07,-1.0906021e+06,1.8309587e+05,-3.8872065e+05
3.0807362e+03,1.3127460e+07,1.4317186e+07,1.7510715e+07,-1.3055469e+06,6.3687154e+04,-4.2133822e+05
3.0508372e+03,1.3323325e+07,1.4710669e+07,1.7468525e+07,-1.0475780e+06,1.3585599e+05,-3.7696743e+05
3.1038802e+03,1.3065056e+07,1.4047502e+07,1.7507281e+07,-1.1346626e+06,1.6019086e+05,-4.0407852e+05
3.0564634e+03,1.3521033e+07,1.4676816e+07,1.7488236e+07,-1.1824897e+06,1.1712221e+05,-2.5798030e+05
3.0894648e+03,1.3246848e+07,1.4750704e+07,1.7733548e+07,-1.1418285e+06,-4.4688322e+03,-3.4632310e+05
3.0103844e+03,1.3612191e+07,1.5110814e+07,1.7224479e+07,-1.0049311e+06,1.4614205e+05,-3.4902612e+05
3.1097411e+03,1.3116853e+07,1.4283225e+07,1.7715664e+07,-1.1530489e+06,1.0150738e+05,-3.8378913e+05
3.0296149e+03,1.3474897e+07,1.4915930e+07,1.7383095e+07,-1.1092206e+06,1.6553445e+05,-4.2980843e+05
3.1239979e+03,1.3394684e+07,1.5298142e+07,1.8263446e+07,-1.1052758e+06,-1.7224466e+05,-4.2047711e+05
3.1073494e+03,1.3429221e+07,1.4841094e+07,1.8006385e+07,-1.0700194e+06,-1.0384557e+05,-4.2143884e+05
3.0788022e+03,1.3279450e+07,1.4381231e+07,1.7611406e+07,-1.0585151e+06,2.3371299e+04,-4.2028307e+05
3.0849460e+03,1.3190192e+07,1.3815807e+07,1.7267481e+07,-1.0400738e+06,3.1158734e+05,-3.5401206e+05
3.0878211e+03,1.3063026e+07,1.4714416e+07,1.7879902e+07,-1.1068057e+06,-9.9201160e+04,-4.2995890e+05
3.0708613e+03,1.3411751e+07,1.4463732e+07,1.7422703e+07,-1.1151771e+06,1.5421677e+05,-3.8253612e+05
3.0750212e+03,1.3139056e+07,1.4301876e+07,1.7452538e+07,-1.2479077e+06,1.1206142e+05,-4.1897479e+05
3.0385143e+03,1.3419319e+07,1.4745275e+07,1.7388291e+07,-1.0507216e+06,2.3199417e+05,-3.6975028e+05
3.1268441e+03,1.3113732e+07,1.4103181e+07,1.7697447e+07,-1.1865555e+06,5.5901727e+04,-3.6578831e+05
3.0823595e+03,1.3504129e+07,1.4845949e+07,1.7743724e+07,-1.1380791e+06,1.6813613e+04,-3.0939228e+05
3.1080356e+03,1.3089912e+07,1.4780303e+07,1.7855919e+07,-1.1103978e+06,-6.7213995e+04,-4.1004199e+05
3.0325213e+03,1.3460261e+07,1.4830704e+07,1.7304041e+07,-1.0249429e+06,1.7760555e+05,-3.7551975e+05
3.1050386e+03,1.3155042e+07,1.4133928e+07,1.7548570e+07,-1.1581714e+06,2.6444664e+05,-3.3995635e+05
3.0565322e+03,1.3209825e+07,1.4312265e+07,1.7303408e+07,-1.0708343e+06,2.4818305e+05,-4.1751625e+05
3.1102955e+03,1.3297767e+07,1.4873837e+07,1.7868944e+07,-1.1333806e+06,2.0471256e+04,-4.0858851e+05
3.1199276e+03,1.3371606e+07,1.4812821e+07,1.8121184e+07,-1.0880228e+06,-1.5654352e+05,-4.4241316e+05
3.0576270e+03,1.3001520e+07,1.4104477e+07,1.7368887e+07,-9.8593821e+05,8.7285183e+04,-4.2082354e+05
3.0780433e+03,1.3289088e+07,1.3967843e+07,1.7275678e+07,-1.0633677e+06,2.8692162e+05,-3.3364717e+05
3.0517040e+03,1.3190212e+07,1.4869168e+07,1.7591337e+07,-1.0778200e+06,-1.3261515e+03,-4.0406887e+05
3.0645381e+03,1.3323823e+07,1.4269234e+07,1.7343109e+07,-1.1007726e+06,1.5974308e+05,-3.8951013e+05
3.0641469e+03,1.3234374e+07,1.4418952e+07,1.7422389e+07,-1.2031987e+06,1.5806216e+05,-4.0159088e+05
3.0331165e+03,1.3479810e+07,1.4868287e+07,1.7410083e+07,-1.0423067e+06,2.2949269e+05,-3.5617948e+05
3.1068742e+03,1.3188513e+07,1.4445876e+07,1.7784490e+07,-1.1550324e+06,-9.2906427e+02,-3.9189900e+05
3.0655795e+03,1.3549593e+07,1.4825543e+07,1.7557350e+07,-1.1484524e+06,1.0986458e+05,-2.4161231e+05
3.0723808e+03,1.3170834e+07,1.4593735e+07,1.7542333e+07,-1.1091589e+06,2.5282500e+04,-4.0720393e+05
3.0201662e+03,1.3446449e+07,1.4930829e+07,1.7259745e+07,-1.0415964e+06,1.7479004e+05,-3.6430261e+05
3.1123897e+03,1.3186717e+07,1.4104383e+07,1.7588346e+07,-1.1761073e+06,2.3904877e+05,-3.2640098e+05
3.0655788e+03,1.3160590e+07,1.4529366e+07,1.7462389e+07,-1.0678752e+06,1.1811946e+05,-4.1469136e+05
3.1193596e+03,1.3126419e+07,1.4762738e+07,1.7878927e+07,-1.2053874e+06,-4.4955457e+04,-4.4026478e+05
3.1177885e+03,1.3416632e+07,1.4344570e+07,1.7854391e+07,-1.0946857e+06,4.0638034e+04,-4.0865049e+05
3.0562526e+03,1.3105642e+07,1.4105178e+07,1.7338164e+07,-1.0172231e+06,1.0239195e+05,-4.3069289e+05
3.0595202e+03,1.3470016e+07,1.4160746e+07,1.7176448e+07,-1.0686511e+06,3.2060930e+05,-2.7185499e+05
3.0483508e+03,1.3246483e+07,1.4471274e+07,1.7445987e+07,-1.0168060e+06,1.0854362e+05,-3.8173004e+05
3.0545277e+03,1.3374373e+07,1.4118972e+07,1.7246642e+07,-1.0848686e+06,1.7868992e+05,-4.1253342e+05
3.0643059e+03,1.3329294e+07,1.4511684e+07,1.7448174e+07,-1.2281066e+06,1.3196931e+05,-3.9296185e+05
3.0492791e+03,1.3273579e+07,1.4505069e+07,1.7409633e+07,-1.0281644e+06,1.7645574e+05,-3.8618411e+05
3.1214927e+03,1.3277557e+07,1.4521027e+07,1.7803337e+07,-1.2008943e+06,8.4212182e+04,-3.5131953e+05
3.0579568e+03,1.3435662e+07,1.4727059e+07,1.7527703e+07,-1.0990143e+06,8.7008824e+04,-2.9796698e+05
3.0812472e+03,1.3191839e+07,1.4718765e+07,1.7498321e+07,-1.0490970e+06,4.2719075e+04,-3.8858698e+05
3.0533617e+03,1.3302124e+07,1.4632588e+07,1.7373873e+07,-1.0845715e+06,1.6207139e+05,-3.6861809e+05
3.1115962e+03,1.3002036e+07,1.4169282e+07,1.7627859e+07,-1.1530044e+06,1.3455497e+05,-3.9589433e+05
3.0705200e+03,1.3153559e+07,1.4402216e+07,1.7434369e+07,-1.0794381e+06,1.4883915e+05,-3.9524296e+05
3.0927543e+03,1.3200866e+07,1.4803307e+07,1.7697457e+07,-1.1629254e+06,2.0899944e+04,-4.2113027e+05
3.0911126e+03,1.3332338e+07,1.4367900e+07,1.7688557e+07,-1.0614346e+06,6.5279043e+04,-4.0107774e+05
3.0205700e+03,1.3099699e+07,1.4304251e+07,1.7225160e+07,-1.0117515e+06,1.0357339e+05,-3.6349931e+05
3.0440840e+03,1.3410272e+07,1.4336050e+07,1.7222019e+07,-1.0685496e+06,2.5641744e+05,-2.7493021e+05
3.0480158e+03,1.3364447e+07,1.4552777e+07,1.7540120e+07,-1.0922495e+06,5.4616689e+04,-3.8539086e+05
3.0512219e+03,1.3489918e+07,1.4077120e+07,1.7194189e+07,-1.1083238e+06,2.3861603e+05,-3.8948164e+05
3.0568120e+03,1.3547766e+07,1.4685557e+07,1.7563263e+07,-1.2078227e+06,5.2912064e+04,-3.8278034e+05
3.0403739e+03,1.3339278e+07,1.4553915e+07,1.7372051e+07,-9.9195551e+05,2.5002060e+05,-3.8578020e+05
3.1149381e+03,1.3328430e+07,1.4587303e+07,1.7821536e+07,-1.1801032e+06,6.0691566e+04,-3.6358493e+05
3.0454373e+03,1.3418419e+07,1.4600439e+07,1.7398180e+07,-1.0834078e+06,1.9354706e+05,-2.8230524e+05
3.0686547e+03,1.3179797e+07,1.4652986e+07,1.7437288e+07,-1.0610705e+06,1.0665722e+05,-3.8197577e+05
3.0355063e+03,1.3123205e+07,1.4217018e+07,1.7142990e+07,-1.0311858e+06,2.8596151e+05,-4.4254396e+05
3.1228156e+03,1.3124326e+07,1.4209767e+07,1.7690764e+07,-1.1819140e+06,1.6590020e+05,-3.5107641e+05
3.0801711e+03,1.3222663e+07,1.4184012e+07,1.7364103e+07,-1.1342978e+06,1.9512918e+05,-4.1845868e+05
3.0989746e+03,1.3145138e+07,1.4485255e+07,1.7686864e+07,-1.0551978e+06,4.3096925e+04,-4.5258800e+05
3.0896875e+03,1.3307934e+07,1.4087681e+07,1.7665041e+07,-9.9656193e+05,6.6740915e+04,-4.8110825e+05
3.0308610e+03,1.3292241e+07,1.4463646e+07,1.7318745e+07,-1.1004528e+06,7.3784716e+04,-3.2210032e+05
3.0384359e+03,1.3336837e+07,1.4023320e+07,1.6968177e+07,-1.0036751e+06,3.9497433e+05,-2.6537833e+05
3.0445446e+03,1.3366504e+07,1.4488236e+07,1.7523263e+07,-1.0916379e+06,5.9595745e+04,-4.3183446e+05
3.0140747e+03,1.3431619e+07,1.4275508e+07,1.6987738e+07,-1.1084609e+06,2.8843415e+05,-3.6025705e+05
3.0554302e+03,1.3559193e+07,1.4661315e+07,1.7526721e+07,-1.2059829e+06,8.0707367e+04,-3.5568938e+05
3.0455182e+03,1.3318587e+07,1.4550636e+07,1.7406364e+07,-1.0009727e+06,2.2062706e+05,-3.9689474e+05
3.1140208e+03,1.3280445e+07,1.4492317e+07,1.7723524e+07,-1.1673907e+06,1.2100402e+05,-3.7127816e+05
3.0845203e+03,1.3392581e+07,1.4985810e+07,1.7796575e+07,-1.1282241e+06,4.7472671e+04,-2.8146367e+05
3.0658839e+03,1.3267376e+07,1.4632091e+07,1.7511842e+07,-1.1079077e+06,5.1458300e+04,-3.8285042e+05
3.0439220e+03,1.3317347e+07,1.4342335e+07,1.7241476e+07,-1.0554705e+06,2.6310653e+05,-3.5790842e+05
3.1474792e+03,1.3293232e+07,1.4312442e+07,1.7816381e+07,-1.2632743e+06,1.8593507e+05,-3.7123180e+05
3.1087892e+03,1.3047357e+07,1.3986849e+07,1.7410949e+07,-1.1374063e+06,1.9971905e+05,-4.6206826e+05
3.0941611e+03,1.3140521e+07,1.4419461e+07,1.7684072e+07,-1.0716462e+06,-6.1310512e+03,-4.9539426e+05
3.1021410e+03,1.3212523e+07,1.4054921e+07,1.7552786e+07,-1.0451800e+06,1.5648557e+05,-4.5885540e+05
3.0292462e+03,1.3303683e+07,1.4425538e+07,1.7282138e+07,-1.0931352e+06,1.0980892e+05,-3.2351952e+05
3.0876957e+03,1.3103648e+07,1.3885136e+07,1.7170203e+07,-1.0150890e+06,3.5520842e+05,-3.3233503e+05
3.0605992e+03,1.3355386e+07,1.4490603e+07,1.7574327e+07,-1.1005545e+06,8.1722344e+04,-4.2129189e+05
3.0095822e+03,1.3383851e+07,1.4206985e+07,1.6991858e+07,-1.1164392e+06,1.8752039e+05,-3.9695878e+05
3.0244102e+03,1.3683579e+07,1.4928194e+07,1.7423132e+07,-1.2375125e+06,1.1124439e+05,-3.1117991e+05
3.0670165e+03,1.3238325e+07,1.4499847e+07,1.7447817e+07,-1.0030303e+06,2.2745346e+05,-3.8060086e+05
3.1395301e+03,1.3118743e+07,1.4358153e+07,1.7805547e+07,-1.1037905e+06,1.0118754e+05,-4.0517186e+05
3.0981015e+03,1.3370362e+07,1.4726652e+07,1.7768635e+07,-1.1612196e+06,9.9320789e+04,-3.3046907e+05
3.0260021e+03,1.3383356e+07,1.4810803e+07,1.7440272e+07,-1.0896532e+06,6.6419340e+03,-3.0150566e+05
3.0515108e+03,1.3319951e+07,1.4386797e+07,1.7278891e+07,-1.0362494e+06,2.9299305e+05,-3.6990912e+05
3.1061688e+03,1.3334226e+07,1.4375456e+07,1.7673876e+07,-1.1929445e+06,1.6374683e+05,-3.8791689e+05
3.0891575e+03,1.3116922e+07,1.4172213e+07,1.7408390e+07,-1.0893347e+06,1.9799969e+05,-4.3649768e+05
3.0767797e+03,1.2984571e+07,1.4375461e+07,1.7558548e+07,-1.0395670e+06,-5.5740957e+04,-4.0159165e+05
3.1158069e+03,1.3172888e+07,1.4037643e+07,1.7640628e+07,-1.0078226e+06,1.6958840e+05,-4.6594355e+05
3.0746133e+03,1.3239067e+07,1.4314768e+07,1.7408488e+07,-1.1534480e+06,2.0487693e+05,-2.8215800e+05
3.0918185e+03,1.3072746e+07,1.3861168e+07,1.7314980e+07,-9.8501017e+05,2.7634911e+05,-4.0404553e+05
3.0382012e+03,1.3421844e+07,1.4416641e+07,1.7371686e+07,-1.0945541e+06,1.6690534e+05,-3.9915248e+05
3.0106606e+03,1.3412750e+07,1.4297505e+07,1.7009279e+07,-1.1201798e+06,2.1968657e+05,-3.7058612e+05
3.0346338e+03,1.3567516e+07,1.4757305e+07,1.7394176e+07,-1.1972137e+06,1.5018013e+05,-3.3217224e+05
3.0837734e+03,1.3202610e+07,1.4546223e+07,1.7551046e+07,-1.0240517e+06,1.9950471e+05,-4.0113712e+05
3.0802046e+03,1.3109602e+07,1.4142797e+07,1.7412229e+07,-9.4848769e+05,1.6413810e+05,-4.2661592e+05
3.1401486e+03,1.3518806e+07,1.5154718e+07,1.8187496e+07,-1.2333279e+06,4.1329947e+04,-2.8908294e+05
3.0350693e+03,1.3566003e+07,1.5173343e+07,1.7568125e+07,-1.0503105e+06,8.2870491e+04,-2.9819453e+05
3.0491461e+03,1.3375246e+07,1.4123711e+07,1.7126213e+07,-1.1026035e+06,3.4112368e+05,-3.5933209e+05
3.1356359e+03,1.3315616e+07,1.4282980e+07,1.7822833e+07,-1.2133586e+06,1.6274003e+05,-4.4471425e+05
3.0903783e+03,1.2854030e+07,1.3877291e+07,1.7319939e+07,-9.9712327e+05,1.9261017e+05,-4.6183916e+05
3.0599077e+03,1.3155014e+07,1.4320775e+07,1.7388045e+07,-1.0848364e+06,8.5404210e+04,-3.6844706e+05
3.0806793e+03,1.3293228e+07,1.4253054e+07,1.7561119e+07,-1.0146206e+06,1.3549866e+05,-4.4616471e+05
3.0928359e+03,1.3153737e+07,1.4192919e+07,1.7490121e+07,-1.1232743e+06,1.9605113e+05,-2.7780960e+05
3.0794461e+03,1.2958082e+07,1.3611112e+07,1.7121794e+07,-1.0046875e+06,2.9919539e+05,-3.9440131e+05
3.0315703e+03,1.3550254e+07,1.4498707e+07,1.7383310e+07,-1.0902388e+06,1.6693627e+05,-3.7435699e+05
3.0170418e+03,1.3452815e+07,1.4526476e+07,1.7155378e+07,-1.1019139e+06,1.8391875e+05,-3.5166079e+05
3.0457071e+03,1.3335554e+07,1.4546713e+07,1.7293623e+07,-1.2215868e+06,1.7686455e+05,-3.3397477e+05
3.0931242e+03,1.3227082e+07,1.4638588e+07,1.7642096e+07,-1.0428717e+06,1.7107785e+05,-3.7674802e+05
3.0767070e+03,1.3077760e+07,1.4712248e+07,1.7708589e+07,-8.9891600e+05,-5.2635175e+04,-4.9576050e+05
3.1084479e+03,1.3406458e+07,1.4808083e+07,1.7872677e+07,-1.2116260e+06,4.3827966e+04,-2.9603711e+05
3.0414408e+03,1.3492678e+07,1.5291047e+07,1.7721968e+07,-9.7038889e+05,-3.7282607e+04,-3.6522026e+05
3.0549472e+03,1.3475928e+07,1.4576876e+07,1.7357774e+07,-1.0876473e+06,2.7400771e+05,-3.2001318e+05
3.1324271e+03,1.3167696e+07,1.3910383e+07,1.7638502e+07,-1.1428038e+06,2.3211445e+05,-4.4334030e+05
3.0782631e+03,1.2934568e+07,1.4134277e+07,1.7383761e+07,-9.5281655e+05,1.2936581e+05,-4.5914526e+05
3.0389832e+03,1.3023812e+07,1.4039313e+07,1.7137425e+07,-1.0407633e+06,1.1055637e+05,-3.9065434e+05
3.1068982e+03,1.3246078e+07,1.4539426e+07,1.7776537e+07,-1.0655732e+06,7.7362988e+04,-4.5996253e+05
3.0853830e+03,1.3179222e+07,1.4491333e+07,1.7583703e+07,-1.0431512e+06,1.2862948e+05,-3.4021742e+05
3.0637020e+03,1.3122560e+07,1.4053021e+07,1.7227123e+07,-9.7320113e+05,2.5599300e+05,-4.0176157e+05
3.0450646e+03,1.3375797e+07,1.4137996e+07,1.7272454e+07,-1.0736233e+06,2.1697112e+05,-3.8425110e+05
3.0211712e+03,1.3514340e+07,1.4596093e+07,1.7207772e+07,-1.1079910e+06,1.9016508e+05,-3.6086413e+05
3.0570467e+03,1.3224257e+07,1.4281277e+07,1.7222739e+07,-1.2932505e+06,2.1683804e+05,-3.2158618e+05
3.0703903e+03,1.3208206e+07,1.4972890e+07,1.7648479e+07,-9.6947079e+05,1.0262795e+05,-3.6311184e+05
3.0958425e+03,1.3174197e+07,1.4650787e+07,1.7760094e+07,-9.6939303e+05,4.1158133e+04,-4.5967230e+05
3.1346150e+03,1.3308290e+07,1.4815082e+07,1.8062146e+07,-1.2145042e+06,-1.6694011e+04,-2.8448602e+05
3.0365114e+03,1.3652028e+07,1.5545473e+07,1.7775328e+07,-9.7396718e+05,-1.3359159e+04,-3.3532499e+05
3.0484541e+03,1.3585029e+07,1.4857177e+07,1.7425107e+07,-1.0370915e+06,2.7205250e+05,-3.0095969e+05
3.1268275e+03,1.3189996e+07,1.4145489e+07,1.7665365e+07,-1.1372634e+06,2.3289267e+05,-4.1262669e+05
3.0658130e+03,1.2938564e+07,1.3846697e+07,1.7111382e+07,-1.1050352e+06,2.5449315e+05,-3.4484813e+05
3.0694403e+03,1.3100961e+07,1.4213283e+07,1.7388878e+07,-1.0455684e+06,1.2093231e+05,-4.0860685e+05
3.1345977e+03,1.3178158e+07,1.4490635e+07,1.7930117e+07,-1.0508591e+06,7.8705405e+04,-4.7390053e+05
3.0871352e+03,1.3128069e+07,1.4639115e+07,1.7680475e+07,-1.0377103e+06,3.3418237e+04,-2.7896549e+05
3.0908037e+03,1.3020985e+07,1.3789202e+07,1.7265129e+07,-1.0410388e+06,2.8842616e+05,-4.2299033e+05
3.0508709e+03,1.3408532e+07,1.4443674e+07,1.7468753e+07,-9.9874296e+05,1.2916794e+05,-4.2235093e+05
3.0715920e+03,1.3385984e+07,1.4149726e+07,1.7332499e+07,-1.2531110e+06,2.1187550e+05,-3.0074156e+05
3.0329366e+03,1.3349566e+07,1.4512601e+07,1.7222434e+07,-1.1571018e+06,1.9973316e+05,-3.5852578e+05
3.0570966e+03,1.3346962e+07,1.4782065e+07,1.7528984e+07,-1.0453251e+06,1.2028325e+05,-3.6951231e+05
3.0602835e+03,1.3268556e+07,1.4952422e+07,1.7643004e+07,-9.4852240e+05,2.5693054e+04,-4.3161922e+05
3.1321812e+03,1.3336929e+07,1.4829275e+07,1.8052112e+07,-1.2257301e+06,-1.1424736e+04,-2.8780382e+05
3.0492749e+03,1.3402189e+07,1.4896325e+07,1.7533567e+07,-1.0684996e+06,8.9525371e+04,-3.2675448e+05
3.0684309e+03,1.3411678e+07,1.4432658e+07,1.7419189e+07,-1.1399721e+06,2.1440801e+05,-3.2546438e+05
3.1308591e+03,1.3153964e+07,1.4484884e+07,1.7871310e+07,-1.0563541e+06,1.1145031e+05,-4.3450037e+05
3.0662526e+03,1.3010456e+07,1.4126022e+07,1.7192853e+07,-1.1360140e+06,2.3170729e+05,-3.0391736e+05
3.0248714e+03,1.3097734e+07,1.4048519e+07,1.7088934e+07,-1.0392737e+06,1.0802457e+05,-3.8391668e+05
3.0985141e+03,1.3200416e+07,1.4513590e+07,1.7695390e+07,-1.0751599e+06,9.1637663e+04,-4.0356638e+05
3.1143163e+03,1.3063240e+07,1.4628100e+07,1.7839551e+07,-1.0431954e+06,2.0568466e+04,-3.2942957e+05
3.0934206e+03,1.2971599e+07,1.4093078e+07,1.7467213e+07,-1.0114685e+06,1.4833013e+05,-4.2056546e+05
3.0449885e+03,1.3396547e+07,1.4528582e+07,1.7457948e+07,-9.8667956e+05,1.0696609e+05,-4.2490512e+05
3.1096845e+03,1.3167689e+07,1.4008668e+07,1.7551906e+07,-1.2271138e+06,1.3667659e+05,-3.8654985e+05
3.0769946e+03,1.3189961e+07,1.4558247e+07,1.7425237e+07,-1.2112276e+06,1.9679696e+05,-3.5717971e+05
3.0097036e+03,1.3470523e+07,1.4971392e+07,1.7315140e+07,-1.0366035e+06,1.1695195e+05,-3.2511216e+05
3.0517299e+03,1.3283947e+07,1.4887585e+07,1.7554503e+07,-9.7005089e+05,5.2676112e+04,-4.2236001e+05
3.1022479e+03,1.3320282e+07,1.4734050e+07,1.7835570e+07,-1.1778322e+06,2.1397121e+04,-3.2575093e+05
3.0380769e+03,1.3448460e+07,1.4847858e+07,1.7432038e+07,-1.0808116e+06,1.2240156e+05,-3.0583479e+05
3.0943251e+03,1.3526044e+07,1.4675502e+07,1.7660634e+07,-1.1077924e+06,2.2914418e+05,-3.6801296e+05
3.1494939e+03,1.3127494e+07,1.4463062e+07,1.8002533e+07,-1.0271630e+06,9.2526963e+04,-4.5257910e+05
3.0925694e+03,1.2850827e+07,1.4167745e+07,1.7349057e+07,-1.0353049e+06,2.4405881e+05,-4.0029875e+05
3.0540284e+03,1.3224432e+07,1.4237732e+07,1.7243443e+07,-1.1442057e+06,1.9953389e+05,-4.0244621e+05
3.0894752e+03,1.3094611e+07,1.4523174e+07,1.7678337e+07,-1.0385090e+06,2.7487496e+04,-4.3135418e+05
3.1244143e+03,1.3077115e+07,1.4322230e+07,1.7746751e+07,-1.1401014e+06,1.0628229e+05,-3.2951695e+05
3.1074548e+03,1.2897144e+07,1.3934884e+07,1.7539676e+07,-9.6580488e+05,1.1695271e+05,-4.4368823e+05
3.0569709e+03,1.3394452e+07,1.4266735e+07,1.7473216e+07,-1.0336888e+06,1.1929465e+05,-4.2378916e+05
3.1077408e+03,1.3179498e+07,1.3884308e+07,1.7484601e+07,-1.2603170e+06,1.6187331e+05,-3.9888561e+05
3.0521084e+03,1.3397514e+07,1.4663079e+07,1.7301642e+07,-1.2906802e+06,2.2484439e+05,-3.3045124e+05
3.0069263e+03,1.3478805e+07,1.5001824e+07,1.7307692e+07,-1.0349874e+06,1.1587553e+05,-3.2063789e+05
3.0284271e+03,1.3408375e+07,1.5158795e+07,1.7499781e+07,-8.8872141e+05,6.8800007e+04,-4.2144790e+05
3.0948581e+03,1.3201271e+07,1.4668655e+07,1.7722830e+07,-1.1085245e+06,6.0229257e+04,-3.5809062e+05
3.0633433e+03,1.3229223e+07,1.4551824e+07,1.7436620e+07,-1.0660437e+06,1.3829501e+05,-3.3942281e+05
3.0878546e+03,1.3362231e+07,1.4488539e+07,1.7537803e+07,-1.1059704e+06,2.2301179e+05,-3.8548724e+05
3.0918739e+03,1.3305599e+07,1.4921094e+07,1.7796555e+07,-1.0617740e+06,7.9379555e+04,-3.6993678e+05
3.0635710e+03,1.2860283e+07,1.4261920e+07,1.7249791e+07,-1.0458496e+06,1.8916960e+05,-3.7363202e+05
3.0641911e+03,1.3129029e+07,1.4073752e+07,1.7241719e+07,-1.1330854e+06,2.0466052e+05,-4.2928817e+05
3.1088587e+03,1.3069111e+07,1.4454530e+07,1.7786028e+07,-1.1379226e+06,1.9462597e+03,-3.9478034e+05
3.1269493e+03,1.3104781e+07,1.4407755e+07,1.7809248e+07,-1.1528969e+06,7.9152341e+04,-3.3282416e+05
3.0362957e+03,1.3134088e+07,1.4441181e+07,1.7207421e+07,-1.0067269e+06,1.9153678e+05,-3.9801989e+05
3.0739065e+03,1.3598452e+07,1.4591781e+07,1.7744732e+07,-1.0555026e+06,6.7335723e+04,-4.1805130e+05
3.0900004e+03,1.3368816e+07,1.4048309e+07,1.7372666e+07,-1.2245954e+06,2.3677875e+05,-3.5388600e+05
3.0642916e+03,1.3351645e+07,1.4549810e+07,1.7366372e+07,-1.2710349e+06,2.0196411e+05,-3.4267727e+05
3.0357405e+03,1.3289997e+07,1.4863546e+07,1.7412843e+07,-1.1412323e+06,1.0301765e+05,-2.7867684e+05
3.0094446e+03,1.3481523e+07,1.4553538e+07,1.7195512e+07,-9.6005541e+05,7.8125261e+04,-4.9226948e+05
3.1082920e+03,1.3195766e+07,1.4866327e+07,1.7911012e+07,-1.0937662e+06,-1.1956589e+04,-3.7792590e+05
3.0181884e+03,1.3399823e+07,1.4784451e+07,1.7140782e+07,-9.7816569e+05,2.4221944e+05,-2.9516041e+05
3.1065561e+03,1.3193931e+07,1.4402230e+07,1.7536270e+07,-1.1246881e+06,2.4921039e+05,-3.7060016e+05
3.1008418e+03,1.3296566e+07,1.4879582e+07,1.7836743e+07,-1.0532055e+06,7.9924764e+04,-3.8390876e+05
3.0614451e+03,1.2952682e+07,1.4410522e+07,1.7316130e+07,-1.0435786e+06,1.6752220e+05,-3.6867660e+05
3.0632366e+03,1.3064354e+07,1.4059585e+07,1.7192572e+07,-1.1303526e+06,2.4413718e+05,-4.0884565e+05
3.0844381e+03,1.3168010e+07,1.4948966e+07,1.7896738e+07,-1.0607517e+06,-1.1379984e+05,-3.7691106e+05
3.1441678e+03,1.2857648e+07,1.4092847e+07,1.7746931e+07,-1.1184712e+06,1.4202294e+05,-3.7542190e+05
3.0381274e+03,1.3126289e+07,1.4391502e+07,1.7215794e+07,-1.0072229e+06,1.8656251e+05,-4.0438381e+05
3.1132095e+03,1.3427797e+07,1.4396000e+07,1.7821550e+07,-1.0961810e+06,8.0844651e+04,-4.1091035e+05
3.1431560e+03,1.3230005e+07,1.4491692e+07,1.7934442e+07,-1.0075907e+06,7.4345010e+04,-3.9242650e+05
3.0878724e+03,1.3395790e+07,1.4423490e+07,1.7453823e+07,-1.2625305e+06,2.2311658e+05,-3.6233840e+05
3.0509372e+03,1.3209065e+07,1.4692877e+07,1.7457173e+07,-1.1335806e+06,6.2923202e+04,-2.9745229e+05
3.0345888e+03,1.3332649e+07,1.4412211e+07,1.7272768e+07,-1.0441377e+06,1.1295786e+05,-4.5133191e+05
3.1334286e+03,1.3181015e+07,1.5004544e+07,1.8192639e+07,-1.0860096e+06,-1.3333242e+05,-4.1915856e+05
3.0429852e+03,1.3268298e+07,1.4930184e+07,1.7505660e+07,-1.0447272e+06,1.7313617e+04,-3.2835320e+05
3.1129768e+03,1.3389338e+07,1.4550287e+07,1.7599356e+07,-1.0490219e+06,2.8679014e+05,-3.7868148e+05
3.0964758e+03,1.3265812e+07,1.4875469e+07,1.7793963e+07,-1.0406878e+06,8.7730054e+04,-3.8305291e+05
3.0479872e+03,1.3091282e+07,1.4649287e+07,1.7466501e+07,-1.0499867e+06,-2.9655960e+03,-3.8883428e+05
3.0422806e+03,1.3077091e+07,1.3953738e+07,1.7084273e+07,-1.1555011e+06,2.1770521e+05,-4.3424825e+05
3.0650560e+03,1.3384177e+07,1.5326538e+07,1.8054420e+07,-1.0136629e+06,-2.3910800e+05,-4.0834143e+05
3.1414021e+03,1.2601759e+07,1.3840633e+07,1.7613620e+07,-1.1722756e+06,1.8150410e+05,-3.6636404e+05
3.0544781e+03,1.3160977e+07,1.4218812e+07,1.7216000e+07,-1.1006753e+06,2.3018783e+05,-4.1024416e+05
3.1168158e+03,1.3432944e+07,1.4352557e+07,1.7831523e+07,-1.1038237e+06,8.4744661e+04,-4.1036127e+05
3.0878216e+03,1.3208862e+07,1.4502464e+07,1.7617748e+07,-1.1038815e+06,6.8284504e+04,-3.5068796e+05
3.0724189e+03,1.3283868e+07,1.4318103e+07,1.7321370e+07,-1.2075187e+06,2.3908838e+05,-3.8302137e+05
3.0514045e+03,1.3172621e+07,1.4567931e+07,1.7412250e+07,-1.1593369e+06,8.0787413e+04,-2.9339874e+05
