xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
4.2624967e+05,4.5187339e+06,2.8499531e+03,1.7344661e+03,3.1625911e-03,2.9876102e+01,1.0483298e-01
4.2625567e+05,4.5187465e+06,2.8174630e+03,1.7635617e+03,2.9787372e-03,3.0597064e+01,1.1556034e-01
4.2626336e+05,4.5187409e+06,2.8021906e+03,1.7189028e+03,3.1867541e-03,3.0304658e+01,1.0226434e-01
4.2628947e+05,4.5187584e+06,2.8490731e+03,1.5660162e+03,4.2065867e-03,3.1779553e+01,1.0467934e-01
4.2626121e+05,4.5187352e+06,2.8480912e+03,1.6294021e+03,3.7970078e-03,3.1769317e+01,1.2587777e-01
4.2625775e+05,4.5187638e+06,2.7970843e+03,1.7406234e+03,3.0457316e-03,3.1276823e+01,1.0609595e-01
4.2625819e+05,4.5187497e+06,2.8549708e+03,1.6444516e+03,3.7051049e-03,3.0891184e+01,1.0873889e-01
4.2625268e+05,4.5187443e+06,2.8393276e+03,1.6507620e+03,3.6507503e-03,3.1543334e+01,1.1309274e-01
4.2625739e+05,4.5187443e+06,2.8735548e+03,1.6367213e+03,3.7831401e-03,3.0014370e+01,1.2694631e-01
4.2626668e+05,4.5187528e+06,2.8317644e+03,1.7713944e+03,2.9384077e-03,2.9823437e+01,1.0926108e-01
4.2627071e+05,4.5187547e+06,2.8244597e+03,1.7592826e+03,3.0201989e-03,2.9415569e+01,1.1067795e-01
4.2627123e+05,4.5187499e+06,2.8539381e+03,1.6176743e+03,3.8843890e-03,3.0205269e+01,1.7723976e-01
4.2625974e+05,4.5187410e+06,2.8255888e+03,1.7104989e+03,3.2614141e-03,3.2058177e+01,1.2437800e-01
4.2627782e+05,4.5187541e+06,2.8698259e+03,1.5526408e+03,4.3747931e-03,3.0776120e+01,1.0481352e-01
4.2625784e+05,4.5187448e+06,2.8317342e+03,1.7456687e+03,3.0755111e-03,3.0035554e+01,1.0597335e-01
4.2625816e+05,4.5187452e+06,2.8399518e+03,1.7075647e+03,3.2833052e-03,3.1389704e+01,1.0875179e-01
4.2625353e+05,4.5187405e+06,2.8373234e+03,1.7273263e+03,3.1889003e-03,3.0258344e+01,1.0406965e-01
4.2625582e+05,4.5187438e+06,2.8262456e+03,1.7462583e+03,3.0830937e-03,3.1299323e+01,1.2251358e-01
4.2626044e+05,4.5187443e+06,2.8241207e+03,1.7114029e+03,3.2629420e-03,3.0445340e+01,1.0433728e-01
4.2628079e+05,4.5187553e+06,2.8494550e+03,1.5780368e+03,4.1312679e-03,3.1635001e+01,1.0540629e-01
4.2626313e+05,4.5187166e+06,2.8190647e+03,1.6295980e+03,3.7770566e-03,3.2148636e+01,1.3087783e-01
4.2625864e+05,4.5187584e+06,2.8016241e+03,1.7367133e+03,3.0776690e-03,3.1009753e+01,1.0548858e-01
4.2626171e+05,4.5187493e+06,2.8544416e+03,1.6434081e+03,3.7123020e-03,3.1042963e+01,1.0602350e-01
4.2625408e+05,4.5187456e+06,2.8503094e+03,1.6160203e+03,3.8925653e-03,3.1200419e+01,1.0779654e-01
4.2626274e+05,4.5187474e+06,2.8754155e+03,1.6536935e+03,3.6877951e-03,2.9733144e+01,1.3182740e-01
4.2626722e+05,4.5187494e+06,2.8356825e+03,1.7734418e+03,2.9439487e-03,2.9987533e+01,1.1558488e-01
4.2626857e+05,4.5187564e+06,2.8269408e+03,1.7452135e+03,3.0952819e-03,2.9448878e+01,1.0735225e-01
4.2627092e+05,4.5187532e+06,2.8704122e+03,1.5940842e+03,4.0739576e-03,2.9380844e+01,1.5336171e-01
4.2625909e+05,4.5187438e+06,2.8352611e+03,1.6850450e+03,3.4168986e-03,3.1792014e+01,1.1584612e-01
4.2627475e+05,4.5187524e+06,2.8750782e+03,1.5664669e+03,4.2804684e-03,3.0505507e+01,1.1204775e-01
4.2625936e+05,4.5187463e+06,2.8337948e+03,1.7414635e+03,3.1101227e-03,2.9912262e+01,1.0452511e-01
4.2625687e+05,4.5187465e+06,2.8441239e+03,1.6786400e+03,3.4737739e-03,3.1024626e+01,1.0470843e-01
4.2625436e+05,4.5187406e+06,2.8343530e+03,1.7266141e+03,3.1887189e-03,3.0262260e+01,1.0391701e-01
4.2625449e+05,4.5187477e+06,2.8398529e+03,1.7915548e+03,2.8600516e-03,3.1872118e+01,1.4058385e-01
4.2625961e+05,4.5187478e+06,2.8142110e+03,1.7415672e+03,3.0727426e-03,3.0446219e+01,1.0737280e-01
4.2630544e+05,4.5187631e+06,2.8482975e+03,1.5631934e+03,4.2317978e-03,3.1634666e+01,1.0464605e-01
4.2626017e+05,4.5187280e+06,2.8373269e+03,1.6372039e+03,3.7333797e-03,3.1796924e+01,1.1588657e-01
4.2625870e+05,4.5187574e+06,2.8044978e+03,1.7319277e+03,3.1105663e-03,3.1016151e+01,1.0636334e-01
4.2625754e+05,4.5187494e+06,2.8617153e+03,1.6275530e+03,3.8115939e-03,3.1417680e+01,1.1020298e-01
4.2625257e+05,4.5187462e+06,2.8507807e+03,1.5950365e+03,4.0161335e-03,3.1635385e+01,1.0627696e-01
4.2626174e+05,4.5187427e+06,2.8566864e+03,1.6414847e+03,3.7476784e-03,3.0565629e+01,1.2203412e-01
4.2627022e+05,4.5187511e+06,2.8372823e+03,1.7915441e+03,2.8515180e-03,3.0208277e+01,1.2365048e-01
4.2626946e+05,4.5187623e+06,2.8117403e+03,1.7533721e+03,3.0145809e-03,2.9274711e+01,1.0288267e-01
4.2626789e+05,4.5187528e+06,2.8634787e+03,1.6077534e+03,3.9657458e-03,3.0242704e+01,1.4662590e-01
4.2625919e+05,4.5187428e+06,2.8363104e+03,1.6843307e+03,3.4225958e-03,3.1754917e+01,1.1584681e-01
4.2627308e+05,4.5187517e+06,2.8705236e+03,1.5806788e+03,4.1801715e-03,3.0519038e+01,1.1324429e-01
4.2625472e+05,4.5187383e+06,2.8383162e+03,1.7512462e+03,3.0574950e-03,3.0057646e+01,1.0570802e-01
4.2625429e+05,4.5187373e+06,2.8661333e+03,1.6714063e+03,3.5517174e-03,3.1236355e+01,1.1144794e-01
4.2625284e+05,4.5187389e+06,2.8296327e+03,1.7496335e+03,3.0530528e-03,2.9731666e+01,1.0094222e-01
4.2625579e+05,4.5187503e+06,2.8419093e+03,1.7871305e+03,2.8895177e-03,3.1837007e+01,1.3873162e-01
4.2627467e+05,4.5187497e+06,2.8095113e+03,1.7318540e+03,3.1381153e-03,2.9487746e+01,1.6098457e-01
4.2628774e+05,4.5187563e+06,2.8393990e+03,1.5840164e+03,4.0828407e-03,3.1279046e+01,1.1312048e-01
4.2626230e+05,4.5187275e+06,2.8273837e+03,1.6422224e+03,3.6924818e-03,3.1831822e+01,1.1681258e-01
4.2625885e+05,4.5187545e+06,2.8077897e+03,1.7224296e+03,3.1730171e-03,3.1094441e+01,1.0731826e-01
4.2624978e+05,4.5187471e+06,2.8545636e+03,1.6605735e+03,3.5655769e-03,3.1728855e+01,1.1209004e-01
4.2625193e+05,4.5187464e+06,2.8516474e+03,1.6100509e+03,3.9129117e-03,3.1656799e+01,1.0760873e-01
4.2625819e+05,4.5187390e+06,2.8453358e+03,1.6761038e+03,3.4915619e-03,3.0774956e+01,1.3324994e-01
4.2627263e+05,4.5187519e+06,2.8376229e+03,1.7945917e+03,2.8380647e-03,3.0365472e+01,1.2720389e-01
4.2625972e+05,4.5187477e+06,2.8402557e+03,1.7197247e+03,3.2441321e-03,3.0193929e+01,1.0366346e-01
4.2626588e+05,4.5187530e+06,2.8617562e+03,1.6146363e+03,3.9074174e-03,3.0213605e+01,1.5505850e-01
4.2626158e+05,4.5187468e+06,2.8229146e+03,1.7170029e+03,3.2118056e-03,3.1551903e+01,1.0730651e-01
4.2628198e+05,4.5187533e+06,2.8783749e+03,1.5499512e+03,4.4159699e-03,3.0132993e+01,1.0976848e-01
4.2625364e+05,4.5187359e+06,2.8506573e+03,1.7277473e+03,3.2004853e-03,3.0352002e+01,1.0842016e-01
4.2625702e+05,4.5187360e+06,2.8719887e+03,1.6933752e+03,3.4216666e-03,3.0925247e+01,1.1892814e-01
4.2625463e+05,4.5187400e+06,2.8331593e+03,1.7348006e+03,3.1520605e-03,2.9796613e+01,1.0166440e-01
4.2625308e+05,4.5187433e+06,2.8417386e+03,1.7716474e+03,2.9623186e-03,3.1048472e+01,1.2195609e-01
4.2626612e+05,4.5187392e+06,2.8475370e+03,1.6600723e+03,3.6018325e-03,2.9632944e+01,1.4666478e-01
4.2628623e+05,4.5187539e+06,2.8448294e+03,1.5855748e+03,4.0868214e-03,3.1197124e+01,1.1420671e-01
4.2625574e+05,4.5187288e+06,2.8307290e+03,1.6786847e+03,3.4693687e-03,3.1649204e+01,1.1152740e-01
4.2625923e+05,4.5187573e+06,2.8014149e+03,1.7238798e+03,3.1502223e-03,3.1363302e+01,1.0779794e-01
4.2625115e+05,4.5187449e+06,2.8455424e+03,1.6835870e+03,3.4354753e-03,3.0911934e+01,1.0524383e-01
4.2626167e+05,4.5187488e+06,2.8594192e+03,1.5924063e+03,4.0630999e-03,3.1168118e+01,1.0832540e-01
4.2625973e+05,4.5187509e+06,2.8512297e+03,1.6754841e+03,3.4954395e-03,3.0518672e+01,1.5386057e-01
4.2626540e+05,4.5187511e+06,2.8420923e+03,1.7559083e+03,3.0541484e-03,3.0573025e+01,1.2165780e-01
4.2626264e+05,4.5187529e+06,2.8353846e+03,1.7162102e+03,3.2627956e-03,3.0117421e+01,1.0274338e-01
4.2627392e+05,4.5187578e+06,2.8693858e+03,1.6063238e+03,3.9737459e-03,2.9184661e+01,1.9582278e-01
4.2626736e+05,4.5187526e+06,2.8121029e+03,1.6983254e+03,3.2754619e-03,3.3187404e+01,1.1097623e-01
4.2628167e+05,4.5187537e+06,2.8755606e+03,1.5541384e+03,4.3860451e-03,3.0188452e+01,1.0820909e-01
4.2625595e+05,4.5187457e+06,2.8284142e+03,1.7269780e+03,3.1707128e-03,3.0880839e+01,1.0772294e-01
4.2625725e+05,4.5187356e+06,2.8737541e+03,1.6888073e+03,3.4484740e-03,3.0918056e+01,1.1875143e-01
4.2625432e+05,4.5187390e+06,2.8349598e+03,1.7355521e+03,3.1516018e-03,2.9697127e+01,1.0129283e-01
4.2625277e+05,4.5187439e+06,2.8393630e+03,1.7777941e+03,2.9262459e-03,3.1058149e+01,1.2219388e-01
4.2626569e+05,4.5187344e+06,2.8690927e+03,1.6525492e+03,3.6718565e-03,2.9797130e+01,1.4634505e-01
4.2628760e+05,4.5187596e+06,2.8439676e+03,1.5815661e+03,4.1122355e-03,3.0389030e+01,1.2311482e-01
4.2625663e+05,4.5187252e+06,2.8293318e+03,1.6551416e+03,3.6028253e-03,3.2394946e+01,1.1543855e-01
4.2625469e+05,4.5187527e+06,2.8101707e+03,1.7407498e+03,3.0723309e-03,3.1374407e+01,1.0849332e-01
4.2624816e+05,4.5187435e+06,2.8443780e+03,1.7036836e+03,3.3196020e-03,3.0975120e+01,1.0660963e-01
4.2626261e+05,4.5187484e+06,2.8584831e+03,1.5975974e+03,4.0302250e-03,3.1003875e+01,1.1373128e-01
4.2626247e+05,4.5187456e+06,2.8498536e+03,1.6411101e+03,3.6974985e-03,3.1622599e+01,1.5458000e-01
4.2625970e+05,4.5187452e+06,2.8343816e+03,1.7539823e+03,3.0511373e-03,3.0561885e+01,1.1596184e-01
4.2625973e+05,4.5187489e+06,2.8348136e+03,1.7161490e+03,3.2560970e-03,3.0281476e+01,1.0173280e-01
4.2627072e+05,4.5187562e+06,2.8688429e+03,1.5888153e+03,4.0853886e-03,2.9927723e+01,1.6959476e-01
4.2626118e+05,4.5187531e+06,2.8346853e+03,1.6553371e+03,3.5889677e-03,3.2407806e+01,1.2857832e-01
4.2628556e+05,4.5187561e+06,2.8801790e+03,1.5324928e+03,4.5489827e-03,3.0029709e+01,1.0158093e-01
4.2625624e+05,4.5187508e+06,2.8062272e+03,1.7466349e+03,3.0289567e-03,3.0883180e+01,1.0306400e-01
4.2625538e+05,4.5187335e+06,2.8554659e+03,1.6796123e+03,3.4798360e-03,3.2144296e+01,1.0618619e-01
4.2625396e+05,4.5187365e+06,2.8331893e+03,1.7275437e+03,3.1915419e-03,3.0117290e+01,1.0346247e-01
4.2624209e+05,4.5187399e+06,2.8401749e+03,1.7793668e+03,2.9114382e-03,3.1594586e+01,1.2176765e-01
4.2626711e+05,4.5187337e+06,2.8710402e+03,1.6448223e+03,3.7185217e-03,2.9648800e+01,1.4734236e-01
4.2628691e+05,4.5187610e+06,2.8376684e+03,1.5905290e+03,4.0345991e-03,3.0732546e+01,1.2681402e-01
4.2625795e+05,4.5187307e+06,2.8351713e+03,1.6758507e+03,3.5065369e-03,3.1428699e+01,1.0989936e-01
4.2625464e+05,4.5187603e+06,2.8001316e+03,1.7465383e+03,3.0218176e-03,3.2130361e+01,1.1237092e-01
4.2624994e+05,4.5187462e+06,2.8396070e+03,1.6953512e+03,3.3553691e-03,3.0959950e+01,1.0364933e-01
4.2625144e+05,4.5187528e+06,2.8526710e+03,1.6211981e+03,3.8313764e-03,3.1215613e+01,1.2178588e-01
4.2626135e+05,4.5187534e+06,2.8425827e+03,1.6730663e+03,3.4716775e-03,3.1376604e+01,1.7182825e-01
4.2626409e+05,4.5187505e+06,2.8408420e+03,1.7644622e+03,3.0034824e-03,3.0734088e+01,1.3089297e-01
4.2625937e+05,4.5187493e+06,2.8320262e+03,1.7134794e+03,3.2650248e-03,3.0558126e+01,1.0462837e-01
4.2626978e+05,4.5187558e+06,2.8809850e+03,1.5749216e+03,4.2319541e-03,2.9033445e+01,1.6881673e-01
4.2626188e+05,4.5187560e+06,2.8290730e+03,1.6362284e+03,3.6904167e-03,3.2469828e+01,1.3213380e-01
4.2627253e+05,4.5187414e+06,2.8637684e+03,1.5911007e+03,4.1158174e-03,3.0973161e+01,1.0386690e-01
4.2625592e+05,4.5187549e+06,2.8057339e+03,1.6854089e+03,3.3535946e-03,3.1318386e+01,1.1429980e-01
4.2625421e+05,4.5187337e+06,2.8577734e+03,1.6875792e+03,3.4285503e-03,3.2186194e+01,1.0522792e-01
4.2625154e+05,4.5187349e+06,2.8323624e+03,1.7384644e+03,3.1224013e-03,3.0076378e+01,1.0208748e-01
4.2624335e+05,4.5187404e+06,2.8407599e+03,1.7717194e+03,2.9526281e-03,3.1599598e+01,1.2378314e-01
4.2627120e+05,4.5187360e+06,2.8617036e+03,1.6069999e+03,3.9886530e-03,3.0542100e+01,1.1191520e-01
4.2628627e+05,4.5187491e+06,2.8455214e+03,1.5831997e+03,4.0937409e-03,3.0587547e+01,1.2421340e-01
4.2626213e+05,4.5187312e+06,2.8345326e+03,1.6236588e+03,3.8254617e-03,3.2127114e+01,1.1579799e-01
4.2625355e+05,4.5187633e+06,2.7952893e+03,1.7531219e+03,2.9749937e-03,3.2336866e+01,1.1126202e-01
4.2624878e+05,4.5187465e+06,2.8379349e+03,1.7040118e+03,3.3049839e-03,3.1078090e+01,1.0356507e-01
4.2625108e+05,4.5187518e+06,2.8503141e+03,1.6336784e+03,3.7509891e-03,3.1183015e+01,1.1851319e-01
4.2626551e+05,4.5187495e+06,2.8437430e+03,1.6757421e+03,3.4924728e-03,3.0651674e+01,1.4804457e-01
4.2626658e+05,4.5187515e+06,2.8415892e+03,1.7639736e+03,3.0088504e-03,3.0611757e+01,1.3202572e-01
4.2625436e+05,4.5187529e+06,2.8318778e+03,1.7237525e+03,3.1921659e-03,3.1098203e+01,1.0976615e-01
4.2625747e+05,4.5187493e+06,2.8562540e+03,1.6157100e+03,3.8939315e-03,3.0840618e+01,1.3553601e-01
4.2626187e+05,4.5187554e+06,2.8112485e+03,1.6721579e+03,3.4419894e-03,3.3005682e+01,1.1202113e-01
4.2627595e+05,4.5187408e+06,2.8770987e+03,1.5708805e+03,4.2514988e-03,3.0504872e+01,1.1440701e-01
4.2626633e+05,4.5187611e+06,2.8165851e+03,1.7239298e+03,3.1690836e-03,3.0541748e+01,1.2245029e-01
4.2625897e+05,4.5187320e+06,2.8689954e+03,1.6568974e+03,3.6246954e-03,3.2657951e+01,1.2202704e-01
4.2625515e+05,4.5187326e+06,2.8286207e+03,1.7298967e+03,3.1823081e-03,3.0297548e+01,1.0561881e-01
4.2624492e+05,4.5187432e+06,2.8351038e+03,1.7682138e+03,2.9622603e-03,3.1673488e+01,1.2219439e-01
4.2628136e+05,4.5187146e+06,2.8735551e+03,1.5694301e+03,4.2888067e-03,2.9595680e+01,1.0578936e-01
4.2628145e+05,4.5187476e+06,2.8422950e+03,1.6046961e+03,3.9562809e-03,3.0770956e+01,1.1982011e-01
4.2626113e+05,4.5187320e+06,2.8243818e+03,1.6289610e+03,3.7703609e-03,3.2286103e+01,1.1702764e-01
4.2626224e+05,4.5187596e+06,2.8076422e+03,1.7293858e+03,3.1348044e-03,3.1248860e+01,1.2009069e-01
4.2625185e+05,4.5187524e+06,2.8254188e+03,1.7201701e+03,3.1975829e-03,3.0202771e+01,1.0498463e-01
4.2626025e+05,4.5187503e+06,2.8481376e+03,1.6156953e+03,3.8759216e-03,3.0668992e+01,1.2222408e-01
4.2627226e+05,4.5187510e+06,2.8473497e+03,1.6452115e+03,3.6723590e-03,3.0337409e+01,1.5474665e-01
4.2626251e+05,4.5187495e+06,2.8436189e+03,1.7892192e+03,2.8739250e-03,3.0949763e+01,1.4217663e-01
4.2625064e+05,4.5187524e+06,2.8320869e+03,1.7225814e+03,3.1972607e-03,3.1435078e+01,1.0338662e-01
4.2626592e+05,4.5187429e+06,2.8790248e+03,1.5748260e+03,4.2288851e-03,3.0491303e+01,1.2010848e-01
4.2625477e+05,4.5187510e+06,2.8280695e+03,1.7033909e+03,3.2821267e-03,3.2640108e+01,1.1168612e-01
4.2629562e+05,4.5187605e+06,2.8881877e+03,1.5578510e+03,4.3363301e-03,3.0956783e+01,1.1591271e-01
4.2627819e+05,4.5187618e+06,2.8267078e+03,1.7244955e+03,3.1865984e-03,2.9291457e+01,1.3907667e-01
4.2626453e+05,4.5187282e+06,2.8705629e+03,1.6308055e+03,3.8213037e-03,3.1683605e+01,1.1736226e-01
4.2625468e+05,4.5187333e+06,2.8299704e+03,1.7266953e+03,3.2040128e-03,3.0284898e+01,1.0612140e-01
4.2624319e+05,4.5187404e+06,2.8360208e+03,1.7820833e+03,2.8908344e-03,3.1745950e+01,1.2791081e-01
4.2627659e+05,4.5187148e+06,2.8575690e+03,1.5852204e+03,4.1532277e-03,3.0642136e+01,1.0750183e-01
4.2629718e+05,4.5187580e+06,2.8486544e+03,1.5927450e+03,4.0420557e-03,2.9852799e+01,1.2145073e-01
4.2626645e+05,4.5187398e+06,2.8309610e+03,1.6472968e+03,3.6784864e-03,3.1174475e+01,1.2521920e-01
4.2626083e+05,4.5187554e+06,2.8125665e+03,1.7199242e+03,3.2009269e-03,3.1376457e+01,1.1956451e-01
4.2625738e+05,4.5187507e+06,2.8250678e+03,1.6883909e+03,3.3844939e-03,2.9439159e+01,1.0636098e-01
4.2626017e+05,4.5187492e+06,2.8313456e+03,1.6311382e+03,3.7390975e-03,2.9948622e+01,1.1969750e-01
4.2626801e+05,4.5187603e+06,2.8436871e+03,1.6704563e+03,3.4897738e-03,3.0834218e+01,1.6938981e-01
4.2625945e+05,4.5187563e+06,2.8396448e+03,1.7752932e+03,2.9269191e-03,3.0753134e+01,1.3531351e-01
4.2625149e+05,4.5187534e+06,2.8340981e+03,1.7187350e+03,3.2199791e-03,3.1610162e+01,1.0786985e-01
4.2626326e+05,4.5187416e+06,2.8708661e+03,1.5795114e+03,4.1857784e-03,3.1298826e+01,1.2144085e-01
4.2624178e+05,4.5187316e+06,2.8266531e+03,1.6970668e+03,3.3370046e-03,3.3244553e+01,1.0361634e-01
4.2628907e+05,4.5187577e+06,2.8775695e+03,1.5764689e+03,4.1935266e-03,3.1055900e+01,1.2201909e-01
4.2627433e+05,4.5187564e+06,2.8326017e+03,1.7329572e+03,3.1579271e-03,2.9844133e+01,1.3767307e-01
4.2627333e+05,4.5187376e+06,2.8743002e+03,1.6095501e+03,3.9695095e-03,3.1494955e+01,1.1695050e-01
4.2625552e+05,4.5187357e+06,2.8274852e+03,1.7259075e+03,3.2029060e-03,3.0363904e+01,1.0691878e-01
4.2625477e+05,4.5187471e+06,2.8244189e+03,1.7215340e+03,3.2177011e-03,3.1722926e+01,1.2177342e-01
4.2627554e+05,4.5187166e+06,2.8588358e+03,1.5838809e+03,4.1626457e-03,3.0695892e+01,1.0806272e-01
4.2629698e+05,4.5187601e+06,2.8319150e+03,1.6136163e+03,3.8786092e-03,2.9345949e+01,1.1728080e-01
4.2625659e+05,4.5187390e+06,2.8512687e+03,1.6638161e+03,3.5692777e-03,3.2134075e+01,1.3597268e-01
4.2625638e+05,4.5187589e+06,2.7973789e+03,1.7357174e+03,3.0793311e-03,3.1558341e+01,1.1701683e-01
4.2625496e+05,4.5187528e+06,2.8262448e+03,1.7073006e+03,3.2780826e-03,3.0601372e+01,1.0884757e-01
4.2625573e+05,4.5187486e+06,2.8342232e+03,1.6978527e+03,3.3495457e-03,3.0635009e+01,1.1054045e-01
4.2626630e+05,4.5187445e+06,2.8548677e+03,1.6393810e+03,3.7270612e-03,3.1290944e+01,1.5039841e-01
4.2626016e+05,4.5187545e+06,2.8403930e+03,1.7673595e+03,2.9781055e-03,3.0748501e+01,1.3415265e-01
4.2625939e+05,4.5187518e+06,2.8436552e+03,1.7264027e+03,3.1931497e-03,3.1069975e+01,1.1732133e-01
4.2626158e+05,4.5187431e+06,2.8822712e+03,1.5438355e+03,4.4508628e-03,3.1316974e+01,1.1180449e-01
4.2626111e+05,4.5187338e+06,2.8367240e+03,1.7369209e+03,3.1157918e-03,3.2775919e+01,1.3846375e-01
4.2629145e+05,4.5187684e+06,2.8797386e+03,1.5856023e+03,4.1300400e-03,3.1081188e+01,1.2687662e-01
4.2627241e+05,4.5187528e+06,2.8304480e+03,1.7383694e+03,3.1189830e-03,3.0415394e+01,1.3360214e-01
4.2627574e+05,4.5187363e+06,2.8793544e+03,1.5972674e+03,4.0546296e-03,3.1613429e+01,1.1758165e-01
4.2625607e+05,4.5187305e+06,2.8285445e+03,1.7282107e+03,3.1912674e-03,3.1357841e+01,1.1156770e-01
4.2624843e+05,4.5187460e+06,2.8176995e+03,1.7372034e+03,3.1327602e-03,3.1822987e+01,1.0085329e-01
4.2627554e+05,4.5187166e+06,2.8588358e+03,1.5838809e+03,4.1626457e-03,3.0695892e+01,1.0806272e-01
4.2628200e+05,4.5187588e+06,2.8275169e+03,1.6524206e+03,3.6273184e-03,2.9633938e+01,1.1218743e-01
4.2626032e+05,4.5187356e+06,2.8591148e+03,1.6186613e+03,3.8733511e-03,3.1656900e+01,1.3006021e-01
4.2625510e+05,4.5187576e+06,2.7988707e+03,1.7377924e+03,3.0729132e-03,3.1591908e+01,1.1495349e-01
4.2625497e+05,4.5187561e+06,2.8136025e+03,1.7266844e+03,3.1497979e-03,3.0680863e+01,1.0648187e-01
4.2625380e+05,4.5187542e+06,2.8276889e+03,1.6995370e+03,3.3293062e-03,3.0322753e+01,1.0541461e-01
4.2626567e+05,4.5187552e+06,2.8319693e+03,1.6653480e+03,3.5169985e-03,3.0460148e+01,1.6061111e-01
4.2625861e+05,4.5187543e+06,2.8406834e+03,1.7736168e+03,2.9413928e-03,3.0809082e+01,1.3475838e-01
4.2625968e+05,4.5187500e+06,2.8416855e+03,1.7334496e+03,3.1503271e-03,3.0869479e+01,1.0479662e-01
4.2627600e+05,4.5187548e+06,2.8497615e+03,1.6189025e+03,3.8812272e-03,3.0333057e+01,1.1704888e-01
4.2625467e+05,4.5187358e+06,2.8244818e+03,1.7385570e+03,3.1063544e-03,3.2461151e+01,1.2277207e-01
4.2628234e+05,4.5187593e+06,2.8712734e+03,1.6045797e+03,3.9880597e-03,3.1172607e+01,1.3535682e-01
4.2626821e+05,4.5187490e+06,2.8449698e+03,1.7143503e+03,3.2777622e-03,2.9853725e+01,1.2147752e-01
4.2626467e+05,4.5187374e+06,2.8626753e+03,1.6442636e+03,3.7241893e-03,3.1218089e+01,1.0870750e-01
4.2625504e+05,4.5187264e+06,2.8207736e+03,1.7482150e+03,3.0559980e-03,3.1400549e+01,1.1077627e-01
4.2624889e+05,4.5187465e+06,2.8188155e+03,1.7336846e+03,3.1523436e-03,3.1699824e+01,1.0110858e-01
4.2627274e+05,4.5187340e+06,2.8490134e+03,1.5916503e+03,4.0756342e-03,2.9945821e+01,1.0275846e-01
4.2629278e+05,4.5187771e+06,2.8279947e+03,1.6481390e+03,3.6307622e-03,2.9444010e+01,1.2229574e-01
4.2625983e+05,4.5187401e+06,2.8558057e+03,1.6393573e+03,3.7430584e-03,3.1439293e+01,1.3164139e-01
4.2626177e+05,4.5187645e+06,2.7915411e+03,1.7260711e+03,3.1231735e-03,3.1326262e+01,1.2116883e-01
4.2625450e+05,4.5187563e+06,2.8087644e+03,1.7169497e+03,3.1945068e-03,3.0638207e+01,1.0107073e-01
4.2625190e+05,4.5187586e+06,2.8196494e+03,1.7145288e+03,3.2244528e-03,2.9985314e+01,1.0005440e-01
4.2626484e+05,4.5187506e+06,2.8272793e+03,1.6782070e+03,3.4304519e-03,3.0967385e+01,1.7173616e-01
4.2625295e+05,4.5187526e+06,2.8372935e+03,1.7611673e+03,3.0003676e-03,3.0823451e+01,1.2392736e-01
4.2625913e+05,4.5187546e+06,2.8257708e+03,1.7439491e+03,3.0643732e-03,3.0990530e+01,1.0695162e-01
4.2627931e+05,4.5187538e+06,2.8484472e+03,1.5839211e+03,4.1035151e-03,2.9813422e+01,1.1412386e-01
4.2625448e+05,4.5187343e+06,2.8243658e+03,1.7446124e+03,3.0713409e-03,3.2626576e+01,1.2411575e-01
4.2628901e+05,4.5187655e+06,2.8746924e+03,1.5893539e+03,4.0920414e-03,3.1137352e+01,1.4499841e-01
4.2627120e+05,4.5187464e+06,2.8494541e+03,1.7125038e+03,3.2779784e-03,2.8779296e+01,1.1828934e-01
4.2626227e+05,4.5187394e+06,2.8592761e+03,1.6480989e+03,3.6909906e-03,3.1164622e+01,1.0471232e-01
4.2626381e+05,4.5187358e+06,2.8464981e+03,1.6745578e+03,3.5196033e-03,3.0904036e+01,1.1976163e-01
4.2625348e+05,4.5187447e+06,2.8154007e+03,1.6951567e+03,3.3670223e-03,3.1712276e+01,1.0859665e-01
4.2626844e+05,4.5187359e+06,2.8476325e+03,1.6159510e+03,3.9096758e-03,3.0461249e+01,1.0750277e-01
4.2628353e+05,4.5187509e+06,2.8231313e+03,1.6194869e+03,3.8208436e-03,3.0001498e+01,1.0504294e-01
4.2626130e+05,4.5187358e+06,2.8691965e+03,1.6156098e+03,3.9059080e-03,3.1365211e+01,1.3443821e-01
4.2625809e+05,4.5187609e+06,2.8015696e+03,1.7218209e+03,3.1562122e-03,3.1648730e+01,1.2762377e-01
4.2624990e+05,4.5187554e+06,2.7966032e+03,1.7368645e+03,3.0694165e-03,3.1239677e+01,1.0487865e-01
4.2625175e+05,4.5187587e+06,2.8198474e+03,1.7148951e+03,3.2222798e-03,2.9967171e+01,1.0000895e-01
4.2626939e+05,4.5187466e+06,2.8352997e+03,1.6724673e+03,3.4763117e-03,3.1422065e+01,1.8407131e-01
4.2625287e+05,4.5187523e+06,2.8370122e+03,1.7601616e+03,3.0069979e-03,3.0781787e+01,1.2328731e-01
4.2626359e+05,4.5187514e+06,2.8386428e+03,1.7403653e+03,3.1050850e-03,3.1077702e+01,1.2068672e-01
4.2627484e+05,4.5187502e+06,2.8437684e+03,1.6113729e+03,3.9272106e-03,3.0333946e+01,1.1542375e-01
4.2625144e+05,4.5187319e+06,2.8192922e+03,1.7549815e+03,3.0049086e-03,3.3056962e+01,1.2222388e-01
